"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"abhd6b",74.1516355549933,-3.04789267578641,2.14764173580088,-1.41918115343843,NA,NA
"abhd8a",72.3254591863059,-0.705583523240635,0.698078819209934,-1.01075051100848,0.312135854850428,0.407116309349772
"abhd8b",10.5803614348233,-1.03929821725445,1.21914013975748,-0.852484618758586,0.393945172391372,0.490002563098915
"abi1a",1429.42885351186,-0.319597838475066,0.262388108846881,-1.21803476491219,0.223210761952885,0.311402562743081
"abi2b",1673.05273980526,-0.0554625252771067,0.307367980452951,-0.180443405963675,0.856804480499673,0.888263824276119
"abi3b",15.0717047748514,-2.98068181742982,1.03419265779274,-2.88213399599204,0.00394991721811311,0.00903785043709739
"abitram",715.880145441149,-1.36573282759357,0.355692265296878,-3.83964724803241,0.000123211214228849,0.000371444434303778
"abl1",726.226000655705,1.59883013833164,0.399355532241994,4.00352570391541,6.24054172807397e-05,0.000197563647901036
"abl2",972.854992350138,-1.86305455698036,0.263600037389533,-7.06773252170389,1.57485725434869e-12,1.28167426600097e-11
"ablim2",324.207619806307,-0.606184304831512,0.541265649334935,-1.11993862085345,0.26273991898928,0.354574789459218
"ablim3",742.324983111736,-1.74791516931832,0.709779398241746,-2.4626175029146,0.0137926970073306,0.0282107319052271
"abr",2388.93353388122,3.0513272904964,0.287860028155979,10.6000381853747,2.97858582988311e-26,7.19175653090489e-25
"abraa",35.87506043455,-1.20971760414871,1.02324552060591,-1.1822359148295,0.237112105755196,0.327107578210307
"abrab",0.39535865088791,-1.5980950105328,4.16852520574449,-0.383371799774779,0.701444109542617,0.768460246908423
"abracl",599.942699306303,2.55459429152477,0.453995729981876,5.62691259591087,1.83463628000522e-08,9.48132444447144e-08
"abraxas2",1200.45479163236,-1.92315795957428,0.329753806180636,-5.83210238525888,5.47333153439176e-09,3.02394007424959e-08
"abt1",2814.20076364417,-2.56919656962308,0.267568921019183,-9.60199921514386,7.84085746347796e-22,1.36560652484377e-20
"abtb1",556.331309874316,0.317816307293152,0.358779713761201,0.885825745166537,0.375711434364111,0.473063996523443
"abtb2b",604.752878302863,1.76201914810809,0.281065854226874,6.26906157973142,3.63230473067167e-10,2.29348364999e-09
"acaa2",427.027029541293,0.154350497114325,0.350797036155408,0.439999433307484,0.659937517759494,0.730827815901987
"acaca",3234.90951032194,1.51853423838165,0.273762659331599,5.54690052357471,2.90778064418547e-08,1.46383399757955e-07
"acacb",1536.70845796022,-0.102469550336038,0.48800089453421,-0.209978201851134,0.833684686175136,0.868308487098176
"acad8",326.442295740752,0.232954579346126,0.380755972119733,0.611821209393589,0.540656055540739,0.62848713227636
"acad9",552.618719841352,0.26087028436623,0.412676044875011,0.632143027456902,0.527293421473465,0.619085172286003
"acadl",328.749476099902,-0.274425025145242,0.444893741663635,-0.616832738799736,0.5373450553391,0.625881161278253
"acadm",2200.36328887839,-0.208274678780182,0.313370399369051,-0.664627798922709,0.506288584353341,0.599453676590044
"acads",444.276340910075,0.569486232243003,0.513565041362166,1.10888823494004,0.267478399825757,0.359773057274717
"acadsb",464.901550791937,0.665636190254973,0.392057426133293,1.69780278572932,0.0895449899727995,0.145729962660011
"acadvl",3396.48600275099,-0.851596196386928,0.337273300197192,-2.52494400205717,0.0115716726432514,0.0240367096622844
"acap1",189.069152867293,4.03617648257044,0.553493995973937,7.29217753386525,3.04984897834065e-13,2.65589170827923e-12
"acap3b",1006.89242725574,0.0396639177418334,0.573126036388893,0.0692062744029998,0.944825428833335,0.956609231973261
"acat1",1393.59406213261,-0.204704914522919,0.246496999172304,-0.830456010459697,0.406281009169081,0.502615681446285
"acat2",819.413734215045,0.86284890838535,0.476219583824327,1.81187195506778,0.070005983676712,0.118211750386343
"acbd3",1563.50978629285,-0.682241960770213,0.293755995009581,-2.32247842549719,0.0202071887947271,0.0396705546890349
"acbd5a",2722.30319451818,2.15308041924977,0.377635158070741,5.70148296109241,1.18769609123067e-08,6.28965273378997e-08
"acbd6",365.760345691277,1.84330612656693,0.29136381320021,6.3264758458536,2.50823540757942e-10,1.61042401770749e-09
"acbd7",3333.47249745672,3.02058626718384,0.364256304328308,8.29247491750028,1.10916062988671e-16,1.33032759206802e-15
"accs",131.344011276807,0.963770185445122,0.645735926967242,1.49251442454435,0.135564338657687,0.206850030376025
"acd",598.80211524754,-1.84716869562003,0.308831787842867,-5.98114821185398,2.21570148792753e-09,1.28601779226749e-08
"ace2",654.830527059032,0.384343665028892,0.460116016587742,0.835319030794051,0.403538105075224,0.499737591424426
"ace",150.272837885741,2.87144630582028,0.425976172260383,6.7408613270159,1.57450428336537e-11,1.15207630490149e-10
"acer1",0.574015576499266,3.48866643820831,3.99022925557018,0.874302255525365,0.38195367133472,0.479013853374786
"acer2",821.962000976406,-1.1145445941074,0.305134326126425,-3.65263590057586,0.000259562146120014,0.000738616493583157
"acer3",1306.3887072878,-1.32193108297784,0.279196101589111,-4.73477629327111,2.19296844951878e-06,8.66928723249063e-06
"ache",1301.88960532298,-1.95151169666006,0.319700411398322,-6.10418888147324,1.03324040897962e-09,6.19944245387771e-09
"acin1a",2001.93203205592,0.925341425136537,0.500780595471514,1.84779808463879,0.0646315581131389,0.110350887304494
"acin1b",3730.38733319645,-1.13369248201448,0.272454258610755,-4.16103784831692,3.16804570923579e-05,0.000104974592049785
"ackr3a",54.5844062822591,1.69168334823222,0.934117793570633,1.81099574365865,0.0701415105329193,0.118423936179392
"ackr4b",163.285177462086,4.94564746807712,0.618461976540416,7.99668800294293,1.2781055681985e-15,1.39429698348928e-14
"acmsd",36.6677789686258,3.3414043057373,1.06007275429308,3.15205186833194,0.00162127471074725,0.00399205838288028
"aco1",1176.42224226283,-0.433848827466425,0.359905652521249,-1.2054515521698,0.228029030300153,0.317129091221167
"aco2",1514.49725655033,1.5339817982105,0.415003287206731,3.69631240401803,0.000218753765726194,0.000630922033660666
"acod1",97.5305082017621,4.71345477035775,0.764276724390085,6.16720962439256,6.95055893608571e-10,4.25979097206479e-09
"acot11b",478.283594276554,-1.68183112916343,0.404806282715969,-4.15465668635257,3.25776313380019e-05,0.000107724325173883
"acot13",945.823909317909,1.22938253776525,0.369894905584174,3.32359953923586,0.000888637030377993,0.00230018213212595
"acot20",318.168432373795,-0.407847021029658,0.529237254093659,-0.770631730617892,0.44092524786166,0.536704668493171
"acot7",123.452919710672,1.53765249609982,0.570544900827263,2.69505957177129,0.0070376047593506,0.0153199559387224
"acot8",1383.23875431968,-1.88448749950218,0.2937910590191,-6.41438002161822,1.41397094944282e-10,9.3588810773932e-10
"acox1",1306.37860921812,-1.0318008382674,0.280089615786142,-3.68382396245354,0.000229760946473897,0.000659285355735716
"acox3",655.305475036701,-0.909318235109087,0.349069347732208,-2.6049787557018,0.00918799567101763,0.0195091476691518
"acp1",1335.05184489786,-0.593328507013139,0.401538615082188,-1.47763747925388,0.139504836971314,0.21159910979549
"acp2",794.408751551106,5.2303349747049,0.565201563768104,9.25392870436368,2.16389404724442e-20,3.45302241581557e-19
"acp5a",1543.02783959915,4.85925453550774,0.598516154019338,8.11883606294566,4.70675790372957e-16,5.30338918730092e-15
"acp6",895.207853017371,0.218967224346429,0.2924644970258,0.748696770285635,0.454039990746381,0.548385072614018
"acsbg2",934.955091485425,5.93857839261703,0.469005082817137,12.6620768306949,9.59275368785561e-37,4.50540290623355e-35
"acsf2",315.017050249329,0.417569449332443,0.340207106055036,1.22739778770198,0.219673117505253,0.307306762655984
"acsf3",529.973422388108,-1.93584598113968,0.297487581197018,-6.5073169553845,7.65048840440679e-11,5.22217638526061e-10
"acsl1a",718.894872321441,0.214549898977371,0.269603950270155,0.795796570348404,0.426150285502631,0.522136351442881
"acsl2",307.030743773827,0.720441398214568,0.541404639121467,1.33068937012365,0.183291242135774,0.265155954329745
"acsl3a",2947.02870125913,9.95457541538291,0.375323452494695,26.52265758832,5.31110213140222e-155,1.41629390170726e-151
"acsl3b",567.964677709426,2.94929994377008,0.279921198631397,10.5361793182865,5.88410733494439e-26,1.38585452442262e-24
"acsl4a",4126.633496309,1.36783526827604,0.226877309018925,6.02896461612182,1.65013407573008e-09,9.70667103370632e-09
"acsl5",25418.1136686723,-9.6199278381838,0.592553349516329,-16.2347033326806,2.86630304667171e-59,4.09471863810244e-57
"acsl6",423.271988874977,-3.51396587348978,0.483670914917584,-7.26519988097391,3.72487062783018e-13,3.22267105508018e-12
"acss1",59.2708215232064,-0.491669120788518,0.668960628473048,-0.734974675431631,0.462354917438409,0.556746676961608
"acss2",1269.46090139028,-0.198183872098672,0.40483717338698,-0.489539709114682,0.624459648775638,0.700688745178143
"acss3",158.718742603979,4.12073002664921,0.403337471560288,10.2165811936798,1.67131713302568e-24,3.53717911751466e-23
"acta1b",359.081339415081,1.51215760122006,0.985998758061912,1.53363033052127,0.125120622208615,0.193475504299617
"acta2",12883.8307513366,5.66375435195358,0.476277857550542,11.8917020016043,1.30715351569556e-32,4.73177743238211e-31
"actb1",22799.9147359842,0.814727529493075,0.359040801222779,2.26917811769128,0.0232574964048975,0.0449673659645162
"actb2",37469.3625400548,0.902740402124503,0.301490510942205,2.99425809224741,0.00275113118483993,0.00648214691106993
"actc1a",5658.15670852996,7.81110128594259,0.624267670469346,12.5124232047287,6.38463537990805e-36,2.83237059367455e-34
"actl6a",1536.43153432315,0.227953356048317,0.26137688944882,0.872125139024399,0.38314011321933,0.480100387263818
"actmap",648.504244424972,0.601921234906348,0.426071873007865,1.41272229649207,0.15773739309021,0.234118579725729
"actn1",1523.31274283464,1.06257625824691,0.406055071781425,2.61682794303055,0.00887510648470387,0.0189100280213861
"actn2b",129.160247152717,3.33024416326407,0.658203110573789,5.05959955181757,4.20137882714427e-07,1.83066615561842e-06
"actn4",336.41222028246,3.95247419179588,0.768824402346542,5.14093228535991,2.73378573413569e-07,1.21712231934275e-06
"actr10",2041.74734288577,0.121838269848805,0.310296628399855,0.392650962651779,0.69457729364606,0.762522989435555
"actr1b",1599.61479939091,0.26137939675892,0.329788938518362,0.792565687415761,0.428030906627123,0.523943424937596
"actr5",518.446244795856,-1.32286854039241,0.24622043302857,-5.37270008065865,7.75662853130194e-08,3.70539579520793e-07
"actr6",1062.38512114548,-1.63893554894424,0.287398945471519,-5.70264983490227,1.17959143458549e-08,6.25225142006444e-08
"actr8",895.347278133861,1.06756466665449,0.3196059809683,3.34025246780463,0.000837022599997032,0.00217809198741503
"acvr1ba",557.647200334429,-2.64783097497129,0.38322872084109,-6.9092707069553,4.87151567596599e-12,3.77149600719948e-11
"acvr1l",974.123242285944,-1.35125482404511,0.298727879545614,-4.52336362478275,6.08645416897483e-06,2.24350944640448e-05
"acvr2ab",2275.95801159732,-1.94029359234781,0.249179522947058,-7.78672970154153,6.87658459751692e-15,6.99610132854626e-14
"acvrl1",164.300595229022,0.765375776307318,0.520219167456046,1.47125639381979,0.141221791276565,0.21378346099644
"acy3.2",78.2296315562821,3.96700600516138,0.632161442306743,6.27530523007836,3.48949052521758e-10,2.20679242701507e-09
"acyp1",436.446726335303,0.874460337362022,0.451087518280926,1.93856026142011,0.0525549063205104,0.0924313169934229
"ada2b",79.8043874760541,3.33670814727729,0.526818838899038,6.33369177581129,2.39363459547327e-10,1.54096647777249e-09
"ada",335.694803272509,-3.63363820898706,0.327721016015236,-11.087595947213,1.44108608316882e-28,4.04989063185616e-27
"adad1",1123.31959157661,0.234114349706713,0.313422808395912,0.746960155532086,0.455087612460851,0.549401544218331
"adad2",554.103310173967,0.726728865089958,0.407389975217046,1.78386536070942,0.0744455457512247,0.124534264865783
"adal",1303.46222894056,0.780711512618459,0.29246547221305,2.66941429602241,0.00759836618575733,0.0164170677402031
"adam10a",1739.96095083619,8.40699348542718,0.487857365243365,17.2324824515735,1.51507260349939e-66,2.86312932944767e-64
"adam12b",544.411788643855,-2.03943559126892,0.318820631430268,-6.39681184407599,1.58654628494091e-10,1.04435301257767e-09
"adam17a",1240.76541446564,-1.0589920323565,0.243909497284094,-4.34174168758602,1.41357667746198e-05,4.925354276871e-05
"adam19a",877.093902789796,-2.22637928129481,0.397034851138849,-5.60751600245848,2.05251040885509e-08,1.05354371775156e-07
"adam19b",593.395631884987,-4.53500001776891,0.42066955254539,-10.7804332173044,4.25875293169476e-27,1.08273379619358e-25
"adam22",84.5151545144443,2.85285906457433,0.462925546530493,6.16267364364695,7.15268264873672e-10,4.37380285953744e-09
"adam28",645.978466741124,-1.09946350167122,0.774173280429755,-1.42017753578487,0.155556001883667,0.231654507645074
"adam8a",196.583706090039,1.94913754975005,0.835147457970525,2.33388431126475,0.0196017804605321,0.0386083488758941
"adamts10",342.858887791668,-2.88768599522474,0.609386016632318,-4.73868109278763,2.15113735670368e-06,8.51092920555362e-06
"adamts12",455.618180143249,-0.756808528283519,0.368247126050674,-2.05516479218734,0.0398630905083305,0.0726048548379701
"adamts13",30.9056416030956,1.3067472623946,0.927390576636898,1.40905816310255,0.158817970387477,0.235431209962906
"adamts17",120.697284543838,-1.05329078298307,0.589230101241944,-1.78757124044241,0.0738452088920156,0.123745637020554
"adamts18",146.402066350151,-1.98429547475183,0.709510123000662,-2.79671199948472,0.00516255292706829,0.0115482589476782
"adamts3",1087.80675298496,-2.67694269101526,0.326905223488515,-8.18874248153247,2.63969662782075e-16,3.05904003224037e-15
"adamts6",41.6563597486475,1.17124723066877,0.719153672828359,1.62864666471406,0.103387839558325,0.164499346950398
"adamts9",105.143896449186,3.66938187133078,0.986997204203729,3.71772265990469,0.000201026784479686,0.000583743838779486
"adamtsl2",11.9335673325418,-2.98909454937174,1.21071018888505,-2.46887700856339,0.0135537794205888,0.0277646556925685
"adamtsl3",302.627491527644,0.144838107731666,0.441676500850449,0.32792803658963,0.742966074706795,0.796604082959394
"adamtsl4",903.080259791063,1.52410459066466,0.56033167516759,2.72000434422847,0.00652810586719465,0.0142925142138909
"adamtsl5",931.773833095592,0.467570810899717,0.395347247297562,1.18268386613502,0.236934460699948,0.32690008949691
"adap2",20.114958839864,3.47693596159463,0.821318461595066,4.23335907346115,2.30226472441418e-05,7.78778765129533e-05
"adar",784.205776712727,0.274538832062895,0.394986519518724,0.695058738706856,0.487018491372003,0.580244429752188
"adarb1b",319.573207455137,0.607125115490258,0.461747164693105,1.31484319106491,0.188562608372677,0.271427013791415
"adarb2",161.13659828701,-4.15921887150793,0.526458144070936,-7.90037901084785,2.78056626373332e-15,2.93721788422533e-14
"adat1",137.924785454593,1.5702030561249,0.533538487835132,2.94299866256341,0.00325049822523391,0.00756296242419911
"adat2",198.387894518822,0.409374141586409,0.361917604146783,1.1311252530849,0.25800237676705,0.349340312688812
"adat3",111.232241632454,-2.12597143181821,0.523986551090149,-4.05730152309281,4.96429736551733e-05,0.000159923673520022
"adck1",154.63587119578,3.12547122606567,0.503945464120986,6.2020028923513,5.57490530530864e-10,3.45284457619116e-09
"adck2",529.090815776659,-1.66120830453735,0.363619388356716,-4.56853610596714,4.91142471332769e-06,1.8391978954574e-05
"adck5",309.346478075368,0.807489718539017,0.324916481841595,2.48522239919084,0.0129470521286635,0.0266491639011942
"adcy1a",465.438999348096,-1.87795966698934,0.316678435558372,-5.93017855376889,3.02605436158769e-09,1.73123491485351e-08
"adcy2a",51.5522339148139,0.747732528370016,0.720368158497129,1.03798664550912,0.299276272452143,0.394108671541916
"adcy2b",72.2062014960348,2.69673821822228,1.18594553314044,2.27391405664407,NA,NA
"adcy3a",200.374695468822,1.23862716040531,0.731930441722483,1.69227441543543,0.0905936636208776,0.147167180648508
"adcy5",135.147940261746,-0.870188669932542,0.458528163719026,-1.89778674198467,0.0577241804046326,0.100201094294169
"adcy7",1130.48507201812,-0.328814344439746,0.279802946022308,-1.17516398277497,0.239929116749201,0.330083049697955
"adcy8",20.7771755062425,0.612533362786263,0.85336073944767,0.717789481600383,0.472887099857728,0.567152585907024
"adcy9",310.211440998098,1.2568214013806,0.43806398221413,2.86903615090239,0.00411724737480204,0.00938582228298338
"adcyap1a",3.160498601474,2.16058713544157,1.67047274872278,1.29339861251465,0.195873229762691,0.280068961233517
"adcyap1b",1.4946542234417,3.36392708428294,3.28541779269288,1.02389628855261,0.305884263441031,0.400984396033687
"adcyap1r1b",90.306464809828,0.597478778270462,0.524774005464857,1.13854492038187,0.254893012815536,0.346322028281978
"add1",1126.8412950097,0.3063757009416,0.296316866566304,1.03394620931254,0.301161310741591,0.396004353374873
"add2",236.726901200237,2.10906041985014,0.633599599992499,3.32869594594932,0.000872536034278102,0.00226167672779722
"add3a",967.389371989776,1.39811340265513,0.486934087260182,2.8712580187636,0.00408841665461338,0.00932629975389423
"add3b",688.035472102221,1.70252043963183,0.501749902165281,3.39316546407816,0.000690898912289717,0.00182495860609214
"adgb",291.711730253381,2.82704827429154,0.478660249747822,5.90616888655564,3.50155015646561e-09,1.98341288069801e-08
"adgra2",283.700000431114,1.5137649348687,0.460789687609038,3.28515367330241,0.00101926762777139,0.00260960348479981
"adgra3",376.0072670691,-1.20402228982094,0.456829623234999,-2.63560467312685,0.00839875173668893,0.0179892942151302
"adgrb1a",215.019789551786,1.88222521657078,0.453576771585062,4.14973899565708,3.32854593649137e-05,0.000110019422222549
"adgrb2",29.333474737219,-2.18075466859708,0.81231965294955,-2.68460163517984,0.00726163010031585,0.0157533329483486
"adgrb3",1713.26141358014,-6.54079770508853,0.543534720928943,-12.0338176260567,2.3599075357803e-33,8.97587652277768e-32
"adgrd1",102.761551660103,2.82015788380085,1.23191091684752,2.28925472226327,NA,NA
"adgrg1",639.255348312696,3.62122117027319,0.301810605023094,11.9983231536748,3.62567641342644e-33,1.36175639940899e-31
"adgrg4a",27.3484445986921,6.56901539048818,1.14731399970777,5.72556021469395,1.03092970581297e-08,5.50931038510604e-08
"adgrg6",689.244319337905,-0.933024735071157,0.539887556691536,-1.72818344024965,0.0839553416622059,0.137942643930509
"adgrl1a",809.394326971041,1.80496279608944,0.477104697680191,3.7831587172913,0.000154850600020365,0.000458024944600538
"adgrl2a",183.869704341525,-1.1929446949065,0.513990038011021,-2.3209490587071,0.0202895933560407,0.0398136259722136
"adgrl3.1",183.80033420934,5.81258626724221,0.607743877777705,9.56420373743079,1.13068474983718e-21,1.95038074852028e-20
"adgrl4",69.1185642199375,1.8581183549902,0.633048953765454,2.93518904649929,0.00333344530383636,0.0077439441769502
"adgrv1",1064.16059491195,3.15530095461557,0.396470230589651,7.95848139700892,1.74163575854592e-15,1.87188796261093e-14
"adhfe1",445.700490216237,1.58227567137032,0.350062485891711,4.51998067527803,6.18452764226077e-06,2.2771064950762e-05
"adi1",1003.89616456562,-1.38554626287929,0.317900333215442,-4.35842972816357,1.30998970484788e-05,4.58505948904025e-05
"adipor1a",459.739014306811,1.56694327935769,0.267537371436649,5.85691363768494,4.71548178252098e-09,2.63250902024898e-08
"adissp",776.880314596926,-1.20084144353642,0.290252383317212,-4.13723198346329,3.51520671526957e-05,0.000115726970050027
"adm2a",52.8040277536229,2.94425193394978,1.04864975068386,2.80765997610712,0.00499028867494802,0.0112022034566743
"adm2b",18.3018962168199,-0.292605232032009,0.747426181645681,-0.391483786917595,0.695439670528189,0.763310714930785
"adma",216.233523747412,1.37944765250755,0.338663582359802,4.07320929783941,4.63697189246562e-05,0.00015006381529015
"admp",64.6207866837336,-4.1210855642202,0.73750859791152,-5.58784748529076,2.29901412590095e-08,1.17371493345294e-07
"adnp2b",2075.03424952968,-1.7825099822265,0.309342500560681,-5.76225374462195,8.29980901581128e-09,4.49346754747283e-08
"adnpa",1761.2190287658,-2.07325193910439,0.27599623573798,-7.5118848398811,5.82820491541957e-14,5.44904238294e-13
"adnpb",1014.53816460542,-1.55038434457709,0.472841808889696,-3.27886476074868,0.00104225571073619,0.00266249463093864
"adoa",443.859010612166,0.547922831814195,0.42312138073038,1.29495425371411,0.195336010951073,0.279417347885669
"adora1b",1.74651400614203,5.0936405074081,3.5525350742722,1.43380442442264,0.151628082042702,0.226973989211305
