Geneid,SSCN43.bam,SSCN44.bam,SSCP22.bam,SSCP26.bam,SSCP28.bam,SSCP29.bam,SSCP30.bam
LOC125971620,0,0,0,0,0,0,0
LOC125971621,0,0,0,0,0,0,0
LOC125971622,0,0,0,0,0,0,0
LOC125971623,0,0,0,0,0,0,0
LOC125971625,0,0,0,0,0,0,0
LOC125971626,0,0,0,0,0,0,0
LOC125971627,0,0,0,0,0,0,0
LOC125971628,0,0,0,0,0,0,0
LOC125971629,0,0,0,0,0,0,0
LOC125971630,0,0,0,0,0,0,0
LOC125971631,0,0,0,0,0,0,0
LOC125971632,0,0,0,0,0,0,0
LOC125971633,0,0,0,0,0,0,0
LOC125971634,0,0,0,0,0,0,0
LOC125971635,0,0,0,0,0,0,0
LOC125971636,0,0,0,0,0,0,0
LOC125971637,0,0,0,0,0,0,0
LOC125971638,0,0,0,0,0,0,0
LOC125971639,0,0,0,0,0,0,0
LOC125971641,0,0,0,0,0,0,0
LOC125971642,0,0,0,0,0,0,0
LOC125971643,0,0,0,0,0,0,0
LOC125971644,0,0,0,0,0,0,0
LOC125971645,0,0,0,0,0,0,0
LOC125971646,0,0,0,0,0,0,0
LOC125971647,0,0,0,0,0,0,0
LOC125971648,0,0,4,0,0,0,0
LOC125971649,0,0,0,0,0,0,0
LOC125971650,0,0,0,0,0,0,2
LOC125971651,0,0,0,0,0,1,1
LOC125971652,28,101,40,26,17,31,21
LOC125971653,23,88,38,27,17,35,21
LOC125971654,27,83,37,23,9,18,32
LOC125971655,25,84,41,31,12,20,28
LOC125971656,22,85,28,33,12,22,17
LOC125971658,46,124,53,44,28,41,61
LOC125971659,40,96,44,46,25,29,49
LOC125971660,33,92,50,37,23,45,54
LOC125971661,0,0,0,0,0,0,0
LOC125971662,39,118,66,49,28,43,41
LOC125971663,37,95,43,46,25,44,53
LOC125971664,43,96,56,40,31,50,59
LOC125971665,0,0,0,0,0,1,1
LOC125971666,0,0,0,0,0,0,1
LOC125971667,0,0,0,0,0,0,1
LOC125971668,0,0,0,1,0,0,0
LOC125971669,21,92,36,31,21,36,22
LOC125971670,34,101,36,29,19,17,20
LOC125971671,29,93,56,20,13,29,27
LOC125971672,32,95,44,31,16,20,18
LOC125971673,38,125,81,60,26,55,76
LOC125971674,32,165,78,60,33,61,58
LOC125971675,50,103,75,58,31,53,64
LOC125971676,49,139,73,73,43,50,75
LOC125971677,14,73,51,34,10,49,49
LOC125971678,0,0,0,0,0,0,0
LOC125971679,0,0,0,1,0,0,0
LOC125971680,0,0,0,0,0,0,0
LOC125971681,0,0,0,0,0,0,0
LOC125971682,0,0,0,0,0,0,2
LOC125971683,0,0,0,0,0,0,0
LOC125971684,25,94,33,17,7,23,19
LOC125971685,19,87,30,22,7,17,26
LOC125971686,29,102,38,24,5,29,18
LOC125971687,28,101,57,35,6,18,24
LOC125971688,23,119,26,18,9,17,19
LOC125971689,36,91,28,22,10,26,22
LOC125971690,37,97,54,36,15,34,59
LOC125971691,33,90,57,40,19,42,63
LOC125971692,42,100,55,38,27,39,50
LOC125971693,0,0,0,0,0,0,0
LOC125971694,32,96,64,47,23,46,40
LOC125971695,0,0,0,0,0,0,0
LOC125971696,0,0,0,0,0,0,0
LOC125971697,0,0,0,0,0,0,0
LOC125971700,1,3,2,0,2,7,0
LOC125971701,1,4,2,0,0,9,0
LOC125971702,4,2,5,0,1,7,2
LOC125971703,1,1,0,0,0,1,0
LOC125971704,0,4,4,0,2,5,0
LOC125971705,0,0,4,0,0,0,4
LOC125971710,1,4,4,0,0,0,2
LOC125971714,0,0,0,0,0,0,0
LOC125971716,0,1,1,1,0,0,0
LOC125971717,28,131,44,41,14,32,26
LOC125971718,37,125,58,34,14,29,49
LOC125971719,27,110,46,27,7,33,30
LOC125971720,28,106,33,18,6,30,28
LOC125971721,26,108,51,26,15,26,29
LOC125971722,55,154,70,55,44,59,73
LOC125971723,52,145,80,51,41,55,88
LOC125971724,61,138,68,50,35,46,85
LOC125971728,0,0,0,0,0,0,0
LOC125971729,0,0,0,0,0,0,0
LOC125971730,0,0,1,0,0,0,0
LOC125971731,0,1,0,0,0,0,0
LOC125971732,0,2,1285,2,214,0,2
LOC125971734,0,0,0,0,0,0,0
LOC125971735,20,70,42,22,12,24,13
LOC125971736,12,82,34,15,8,20,13
LOC125971737,25,86,43,17,13,15,26
LOC125971738,30,79,39,18,17,20,16
LOC125971739,21,73,34,14,10,23,18
LOC125971740,37,128,52,56,21,36,79
LOC125971741,37,106,69,44,36,53,55
LOC125971742,28,96,76,48,35,38,63
LOC125971743,44,115,55,45,37,44,52
LOC125971744,35,113,51,42,33,44,56
LOC125971745,0,0,0,0,0,0,0
LOC125971746,33,91,61,39,34,41,65
LOC125971748,0,0,0,0,0,0,0
LOC125971749,0,1,0,0,0,0,0
LOC125971750,0,1,0,0,0,0,0
LOC125971752,791,428,1179,846,766,1410,1365
LOC125971758,327,180,616,244,444,372,372
LOC125971759,10,9,42,27,28,83,37
LOC125971760,0,0,10,2,0,0,6
LOC125971761,309,367,678,295,373,771,261
LOC125971767,258,405,814,262,541,233,653
LOC125971768,3,0,0,0,0,0,2
LOC125971770,5,4,19,6,2,3,24
LOC125971776,24,2,26,24,14,48,37
LOC125971778,51,16,37,5,26,50,65
LOC125971779,459,589,1441,831,693,1135,860
LOC125971780,8,6,10,4,17,49,14
LOC125971782,1400,806,1935,1039,1039,997,1057
LOC125971786,110,110,454,97,268,338,349
LOC125971794,418,450,1087,419,567,1235,842
LOC125971795,20,18,133,13,35,29,71
LOC125971798,601,546,237,6381,1611,4505,140
LOC125971800,811,955,1832,608,1332,592,1072
LOC125971802,633,83,108,299,274,200,406
LOC125971804,185,177,406,537,315,885,539
LOC125971807,2,0,6,0,0,2,2
LOC125971810,1172,2744,4383,2267,3261,458,255
LOC125971812,3826,4504,4976,4462,4421,4264,3803
LOC125971813,4230,2470,4833,3742,5003,3457,6185
LOC125971815,708,545,1517,934,886,1415,1208
LOC125971818,4,0,4,2,0,0,0
LOC125971819,56,22,28,35,33,22,31
LOC125971825,0,2,0,4,3,0,0
LOC125971829,310,435,1100,355,540,1038,700
LOC125971836,0,0,0,0,0,0,2
LOC125971839,56,127,172,111,75,119,128
LOC125971840,87,7,23,8,20,11,9
LOC125971841,197,111,205,77,62,41,112
LOC125971842,2,0,2,6,0,2,5
LOC125971846,5,9,30,0,5,2,10
LOC125971847,2068,4384,915,2818,1949,1122,786
LOC125971848,19,19,22,15,13,12,7
LOC125971853,0,25,16,8,8,9,10
LOC125971857,0,0,0,4,0,0,0
LOC125971858,0,0,4,0,0,2,0
LOC125971867,691,201,356,675,418,425,284
LOC125971870,0,0,7,8,0,14,9
LOC125971873,469,632,857,728,623,722,840
LOC125971879,1694,967,3766,1747,1793,1915,1844
LOC125971882,1,0,5,0,3,3,2
LOC125971883,220,213,55,428,106,149,34
LOC125971884,6716,12320,2079,8523,5083,6428,2190
LOC125971886,14,18,26,21,46,85,5
LOC125971892,0,0,0,6,0,6,156
LOC125971894,2,4,13,6,5,3,2
LOC125971899,3,0,0,2,3,2,2
LOC125971900,1893,562,1427,446,1190,983,1503
LOC125971901,1174,791,1424,697,1040,1239,1213
LOC125971906,481,208,1454,380,488,558,510
LOC125971909,26,33,3,6,0,2,5
LOC125971910,163,29,81,326,46,97,86
LOC125971913,6,28,44,10,8,11,22
LOC125971917,5,5,9,2,6,5,4
LOC125971918,3,2,9,5,3,1,3
LOC125971919,12,30,37,31,7,26,13
LOC125971921,7,7,13,7,5,11,10
LOC125971924,8,0,5,18,1,17,85
LOC125971925,15,14,79,8,20,32,36
LOC125971931,0,0,0,1,3,1,2
LOC125971932,19,55,24,46,9,111,167
LOC125971934,10,1,0,2,2,0,9
LOC125971935,388,179,351,299,409,346,645
LOC125971938,171,95,446,179,165,221,276
LOC125971941,1,3,0,1,0,2,0
LOC125971942,29229,52344,9239,36671,17612,12837,4769
LOC125971945,702,254,260,389,303,471,393
LOC125971946,169,68,78,360,89,282,125
LOC125971947,3162,2674,633,3383,1590,1799,1201
LOC125971954,310,141,242,192,222,284,672
LOC125971956,0,0,0,0,0,0,2
LOC125971958,831,904,1903,1247,1106,1084,1866
LOC125971959,10,16,18,22,17,32,34
LOC125971960,28,69,74,64,22,126,56
LOC125971963,150,40,257,13,86,49,78
LOC125971964,141,31,36,12,145,40,46
LOC125971979,72,70,26,318,78,142,54
LOC125971981,2512,1539,681,7928,2023,279,753
LOC125971983,2950,2911,2236,2971,2083,1541,2109
LOC125971988,1753,809,1336,880,1328,722,1042
LOC125971989,2,0,4,3,0,16,17
LOC125971991,243,162,267,196,239,640,617
LOC125971994,118,106,169,84,54,151,154
LOC125971996,176,151,340,129,286,164,127
LOC125971998,7,8,7,70,9,36,6
LOC125972003,590,612,439,1218,495,512,591
LOC125972010,16,4,30,49,16,38,43
LOC125972011,42,727,295,221,144,406,403
LOC125972016,421,167,146,36,205,96,140
LOC125972017,678,133,238,216,356,109,445
LOC125972018,4,4,23,18,16,18,29
LOC125972023,0,0,2,0,0,0,0
LOC125972027,353,75,233,246,263,360,382
LOC125972028,42,14,53,15,18,54,23
LOC125972032,7,1,6,12,2,12,9
LOC125972039,376,431,782,475,401,572,595
LOC125972040,4,4,22,2,11,11,2
LOC125972041,108,48,91,95,59,208,156
LOC125972042,89,27,26,37,46,53,50
LOC125972043,4,2,0,4,2,6,6
LOC125972047,0,0,0,0,2,6,0
LOC125972052,562,402,660,576,507,718,738
LOC125972055,10,6,0,4,22,0,0
LOC125972062,354,317,778,422,315,356,647
LOC125972063,312,144,565,349,284,524,376
LOC125972069,53,93,139,56,101,67,137
LOC125972071,35,84,94,42,60,16,72
LOC125972072,3,6,22,0,4,10,4
LOC125972073,11,1,36,7,5,26,13
LOC125972074,84,50,242,39,134,29,31
LOC125972077,783,770,1366,341,680,995,1215
LOC125972078,461,113,536,114,282,123,166
LOC125972079,2508,9931,9069,6104,7277,5186,5546
LOC125972080,18,7,22,2,17,13,14
LOC125972082,225,435,189,358,257,473,122
LOC125972085,869,27,1203,178,1101,155,150
LOC125972088,287,716,650,2104,468,514,283
LOC125972089,1188,1507,1018,1043,1121,1524,1220
LOC125972097,2298,1021,2505,1357,2397,1897,2372
LOC125972098,6,0,12,9,11,10,31
LOC125972116,68,41,154,104,75,165,114
LOC125972118,302,145,395,269,203,1487,696
LOC125972121,4,0,0,8,2,2,2
LOC125972122,3479,1097,202,11382,835,1823,500
LOC125972126,769,1163,1161,961,1166,717,1080
LOC125972130,13,14,2,22,20,44,33
LOC125972132,136,475,141,65,84,27,18
LOC125972133,4,0,12,0,1,0,15
LOC125972134,19,21,2,9,40,17,32
LOC125972135,5,10,2,4,16,8,8
LOC125972136,0,104,4,2,0,0,0
LOC125972142,594,576,247,143,511,193,357
LOC125972143,444,553,66,297,167,160,61
LOC125972144,964,1753,480,1388,695,639,519
LOC125972145,827,718,132,797,403,365,112
LOC125972146,40,10,11,24,15,9,31
LOC125972149,144,25,84,136,102,234,242
LOC125972151,651,427,110,1334,151,349,141
LOC125972153,193,403,205,823,164,514,145
LOC125972156,21,21,50,37,29,14,84
LOC125972171,6,6,6,1,4,6,0
LOC125972172,119,140,56,15,121,71,56
LOC125972173,238,320,50,4,125,84,97
LOC125972176,0,0,0,0,0,0,0
LOC125972177,0,0,0,0,2,0,0
LOC125972178,0,0,2,0,1,0,2
LOC125972184,504,1387,264,1109,484,633,266
LOC125972189,2095,561,3075,1348,1663,2158,3065
LOC125972192,1507,970,835,315,1279,352,842
LOC125972193,14,36,47,22,22,29,91
LOC125972197,775,859,1088,756,749,582,666
LOC125972198,992,725,1561,1077,666,1189,1135
LOC125972202,619,279,67,28,106,51,199
LOC125972204,523,569,31,124,164,99,69
LOC125972207,27,1,181,12,49,1,1
LOC125972208,6,2,2,2,0,12,2
LOC125972209,241,186,457,277,182,357,547
LOC125972216,691,823,767,397,855,942,641
LOC125972225,22,3,16,95,28,92,37
LOC125972229,17,36,41,14,25,45,32
LOC125972230,13,14,22,8,28,18,24
LOC125972233,138,30,421,104,89,181,546
LOC125972235,51,95,279,98,68,30,441
LOC125972239,22,23,54,17,51,33,15
LOC125972242,3923,4415,4316,3731,4396,3830,5157
LOC125972243,1188,781,2264,710,910,1509,1480
LOC125972244,4,6,8,6,6,178,2
LOC125972246,3395,3452,10020,3618,4518,4210,5820
LOC125972250,0,5,5,0,1,2,0
LOC125972257,15,5,92,2,67,4,4
LOC125972260,219,197,271,201,127,64,452
LOC125972261,2,6,2,4,5,4,3
LOC125972265,2,0,2,0,0,11,4
LOC125972266,794,400,1016,556,973,841,889
LOC125972268,11,12,10,6,62,20,11
LOC125972272,0,2,0,8,6,344,102
LOC125972277,0,4,0,6,3,4,6
LOC125972278,108,141,149,4,202,36,70
LOC125972283,2,2,0,1,1,0,0
LOC125972285,1,0,0,0,10,1,0
LOC125972286,1,1,0,3,1,7,4
LOC125972287,26,88,22,41,28,16,26
LOC125972293,0,15,10,6,6,4,160
LOC125972294,2,10,2,4,10,14,8
LOC125972299,66,4,14,31,33,49,61
LOC125972301,877,2984,579,1378,831,858,804
LOC125972305,38,111,164,87,27,59,36
LOC125972310,0,3,15,1,3,1,9
LOC125972312,0,1,27,6,8,14,2
LOC125972314,15,4,12,20,2,6,10
LOC125972315,2,0,0,2,3,2,0
LOC125972319,0,0,4,2,6,2,7
LOC125972320,2,2,0,5,1,0,1
LOC125972322,0,0,6,4,0,0,0
LOC125972323,11,15,8,6,0,12,8
LOC125972324,0,0,0,0,2,1,0
LOC125972325,4,2,8,2,0,6,2
LOC125972328,2,10,55,13,27,20,12
LOC125972331,10,4,24,0,0,22,1
LOC125972337,108,72,176,4,155,36,154
LOC125972338,381,198,1009,348,492,679,1059
LOC125972340,444,209,1396,496,472,392,567
LOC125972342,0,17,88,4,14,29,60
LOC125972349,4912,5552,548,7028,3919,936,950
LOC125972351,13,4,42,25,8,1,21
LOC125972359,123,156,660,181,181,184,145
LOC125972368,286,490,865,462,358,486,572
LOC125972369,154,156,99,726,57,642,65
LOC125972373,233,240,333,275,113,260,447
LOC125972376,4,4,0,8,2,10,6
LOC125972381,39,99,173,159,71,96,75
LOC125972387,94,303,162,164,147,186,126
LOC125972388,1111,3418,3082,1757,2071,1020,2140
LOC125972396,0,0,2,2,0,0,0
LOC125972399,4102,15331,6168,9546,6327,3889,4380
LOC125972400,167,303,1455,264,190,632,359
LOC125972401,6,63,58,47,21,24,32
LOC125972402,7,28,97,8,7,75,46
LOC125972403,29,1,16,3,0,6,10
LOC125972405,4,1,0,0,0,0,3
LOC125972407,18,17,54,50,24,116,63
LOC125972408,0,0,0,0,0,0,21
LOC125972409,324,101,822,50,107,135,397
LOC125972411,320,215,424,124,274,353,376
LOC125972413,130,32,88,68,90,145,193
LOC125972414,12,2,12,12,17,14,36
LOC125972415,72,17,55,81,25,77,137
LOC125972436,0,10,32,2,48,12,6
LOC125972448,49,36,31,35,28,43,43
LOC125972449,0,0,0,0,0,0,1
LOC125972451,0,6,6,10,6,17,9
LOC125972452,112,45,4,447,60,187,15
LOC125972453,349,241,47,355,165,157,68
LOC125972454,3070,8515,543,4440,2962,1416,750
LOC125972455,15,20,18,16,8,6,76
LOC125972457,0,0,0,0,0,0,0
LOC125972462,2112,1642,146,401,494,148,143
LOC125972465,6,0,0,0,2,2,4
LOC125972466,179,262,74,202,75,226,114
LOC125972467,1519,742,1785,794,961,935,1600
LOC125972468,2,8,0,107,28,18,2
LOC125972469,0,0,0,0,0,0,2
LOC125972470,953,1484,787,2715,1376,684,501
LOC125972471,50,74,15,32,29,27,29
LOC125972472,1,0,0,0,0,0,2
LOC125972475,2,0,10,3,2,10,1
LOC125972481,336,292,228,30,144,36,228
LOC125972482,118,56,358,175,118,229,205
LOC125972483,2,4,18,10,2,14,9
LOC125972485,672,929,2319,1429,1046,1352,1225
LOC125972486,172,125,353,227,166,472,396
LOC125972487,488,293,1418,496,467,1171,862
LOC125972488,0,0,0,0,0,0,0
LOC125972489,8,0,0,2,4,2,0
LOC125972492,2,2,3,0,7,7,0
LOC125972495,73,54,121,55,152,63,136
LOC125972496,717,399,577,1283,406,846,683
LOC125972498,1811,1577,3686,1030,1887,1171,1529
LOC125972502,8,0,1,3,11,3,1
LOC125972503,6,8,1,1,22,0,0
LOC125972504,0,0,0,0,0,1,4
LOC125972505,0,2,0,0,0,0,5
LOC125972513,397,397,375,449,698,245,440
LOC125972514,327,103,259,383,107,527,46
LOC125972515,12,9,217,62,22,69,84
LOC125972523,802,941,52,87,1059,68,987
LOC125972526,16,28,133,20,18,56,72
LOC125972527,10,8,17,11,0,14,9
LOC125972528,26,0,183,8,45,0,0
LOC125972529,2452,1721,1118,1290,966,1271,871
LOC125972531,10,21,10,43,10,31,8
LOC125972532,37,8,8,14,23,9,28
LOC125972536,299,308,350,417,362,367,283
LOC125972537,338,228,514,255,329,516,833
LOC125972538,14345,2247,2983,5989,9344,2058,6954
LOC125972542,0,0,0,0,0,3,2
LOC125972544,3,4,23,2,2,4,9
LOC125972545,23,2,0,2,9,0,16
LOC125972546,8,15,15,32,16,95,40
LOC125972547,1837,1119,1414,361,1215,512,1343
LOC125972548,1142,206,246,696,476,877,1288
LOC125972552,1085,527,2175,841,990,1639,1474
LOC125972555,34,0,1,19,2,9,40
LOC125972561,245,68,460,66,172,259,219
LOC125972571,0,0,0,0,4,18,0
LOC125972572,8,2,10,18,6,4,6
LOC125972573,70,186,53,315,105,172,39
LOC125972574,4,16,85,115,25,12,0
LOC125972576,6,10,4,6,13,2,14
LOC125972577,0,0,0,0,0,0,0
LOC125972578,2,8,0,0,4,4,5
LOC125972582,61,0,8,40,0,315,1636
LOC125972583,14,19,33,54,14,98,31
LOC125972588,235,105,117,990,178,438,80
LOC125972593,2,2,10,0,2,7,0
LOC125972594,0,0,2,0,0,0,0
LOC125972596,10,99,126,50,62,67,21
LOC125972597,260,816,1188,681,428,791,782
LOC125972599,602,378,749,333,257,160,225
LOC125972600,28,33,10,17,8,13,11
LOC125972603,54,28,30,2,32,29,14
LOC125972608,215,197,507,257,231,450,618
LOC125972610,187,83,390,169,195,152,397
LOC125972612,7,12,10,2,6,2,44
LOC125972618,197,97,485,137,115,349,295
LOC125972619,16,26,35,2,36,12,48
LOC125972620,13,10,56,7,23,9,5
LOC125972623,503,231,318,122,346,72,342
LOC125972624,24,40,68,20,21,28,25
LOC125972629,0,0,0,2,1,2,21
LOC125972631,168,276,31,121,147,183,71
LOC125972632,29561,70346,10326,180500,20276,62813,10579
LOC125972633,3642,1332,288,8976,1660,1998,613
LOC125972635,25,24,2,32,8,2,22
LOC125972636,0,0,0,0,2,7,1
LOC125972637,4,4,12,0,4,0,12
LOC125972639,98,19,147,55,54,150,82
LOC125972646,35,59,95,92,82,147,123
LOC125972647,144,170,77,130,89,58,65
LOC125972654,9,79,0,15,20,0,2
LOC125972655,24,14,18,11,24,33,47
LOC125972656,0,0,0,0,8,7,50
LOC125972657,0,0,0,0,0,2,8
LOC125972660,223,215,691,234,227,229,470
LOC125972664,18,60,79,30,40,26,11
LOC125972665,9,111,68,9,20,11,3
LOC125972671,76,98,61,221,118,98,11
LOC125972689,344,415,1158,403,565,648,704
LOC125972691,70,12,112,34,31,85,181
LOC125972694,268,151,256,124,165,243,232
LOC125972695,469,215,398,226,740,418,314
LOC125972696,100,207,503,65,80,22,173
LOC125972700,0,9,2,0,2,0,2
LOC125972702,523,182,3426,435,556,505,50
LOC125972708,398,52,2846,236,1227,176,119
LOC125972710,237,63,175,156,202,241,471
LOC125972717,15,4,59,39,14,26,18
LOC125972719,187,65,596,116,95,274,419
LOC125972726,0,0,0,0,0,0,0
LOC125972729,166,94,285,170,204,182,361
LOC125972730,9241,6820,15365,9582,11067,11392,13903
LOC125972731,0,6,0,0,0,2,4
LOC125972732,17,47,14,438,37,203,29
LOC125972733,1039,504,556,609,657,413,380
LOC125972736,458,816,124,644,174,403,61
LOC125972739,484,563,590,426,710,471,817
LOC125972743,0,0,0,0,0,0,0
LOC125972751,20572,26736,1375,19360,6922,5090,2029
LOC125972752,2344,1023,1718,1121,2358,1330,1943
LOC125972753,0,0,0,4,2,0,0
LOC125972759,17581,26021,37161,19665,21591,25336,23351
LOC125972763,75,48,115,84,76,111,107
LOC125972781,0,0,0,0,0,0,1
LOC125972783,5023,6662,10509,2963,10267,2838,7170
LOC125972784,23,5,32,7,10,157,53
LOC125972785,93,802,902,281,468,687,423
LOC125972786,51,101,352,137,106,15,304
LOC125972787,1571,950,2336,982,1212,1415,2205
LOC125972800,83,46,402,89,127,156,97
LOC125972804,7,0,19,2,3,30,7
LOC125972818,101,70,178,98,80,296,206
LOC125972819,1,2,0,0,0,6,0
LOC125972820,2252,1785,3928,1859,2822,1403,2909
LOC125972822,916,215,111,191,290,251,350
LOC125972823,450,320,525,298,401,573,648
LOC125972824,684,225,1388,417,559,970,842
LOC125972826,158,106,401,143,57,134,98
LOC125972829,1430,1136,936,1034,591,1219,1395
LOC125972832,2753,1594,1908,930,801,350,1197
LOC125972834,312,338,678,545,465,1093,529
LOC125972844,34,14,22,23,31,94,60
LOC125972846,297,165,162,228,335,203,215
LOC125972850,1,1,4,0,10,24,9
LOC125972855,599,12,4795,194,893,64,28
LOC125972863,99,34,299,46,89,92,262
LOC125972864,17,27,0,21,24,15,81
LOC125972865,185,57,237,24,129,69,174
LOC125972868,0,0,0,0,0,0,0
LOC125972874,1948,1253,2002,1550,1447,1665,1517
LOC125972877,26,0,21,19,21,23,21
LOC125972885,425,498,50,126,186,179,40
LOC125972886,6390,6300,5886,11653,7196,5579,2327
LOC125972890,94,103,233,163,46,128,79
LOC125972892,1223,532,1021,1361,1308,1028,1584
LOC125972893,155,39,212,31,91,109,158
LOC125972896,659,160,796,109,665,127,289
LOC125972897,288,187,563,235,183,331,375
LOC125972899,433,274,452,325,483,383,612
LOC125972900,429,319,882,559,410,769,788
LOC125972902,35,95,153,82,82,146,136
LOC125972910,12,21,25,51,7,49,17
LOC125972913,4089,3276,5811,2922,5284,2791,4968
LOC125972919,2,26,17,27,5,9,2
LOC125972920,291,468,413,478,335,405,468
LOC125972923,575,931,1382,867,758,1067,1105
LOC125972929,68,40,492,254,77,568,331
LOC125972933,0,0,0,0,0,0,0
LOC125972934,0,0,0,0,0,0,0
LOC125972936,0,0,2,0,0,0,0
LOC125972937,2,0,0,0,0,0,0
LOC125972938,0,0,0,0,0,0,0
LOC125972939,0,0,0,0,0,0,0
LOC125972940,0,0,0,0,0,0,0
LOC125972941,0,2,0,0,0,0,1
LOC125972942,0,0,0,0,0,0,0
LOC125972943,0,0,0,0,0,1,0
LOC125972944,0,0,0,0,0,0,0
LOC125972945,14,7,40,16,26,51,55
LOC125972946,2,43,6,9,5,47,35
LOC125972947,0,0,0,0,0,0,1
LOC125972948,0,0,0,0,0,0,0
LOC125972949,0,0,0,0,1,0,0
LOC125972957,0,0,0,0,0,0,0
LOC125972968,0,0,0,0,0,0,0
LOC125972979,0,0,0,0,0,0,2
LOC125972985,0,0,0,0,0,10,0
LOC125972986,0,4,15,9,1,13,5
LOC125972988,0,0,0,0,0,0,3
LOC125972989,10,0,2,10,5,6,20
LOC125972990,0,0,6,5,3,0,2
LOC125972991,1,0,0,0,0,0,0
LOC125972993,0,0,0,2,0,0,1
LOC125973036,240,166,403,206,217,368,267
LOC125973078,0,0,8,4,2,2,0
LOC125973079,0,0,0,0,0,0,0
LOC125973080,0,0,0,0,0,0,0
LOC125973081,0,0,0,0,0,0,0
LOC125973083,0,0,0,0,0,0,0
LOC125973084,0,0,0,0,0,0,0
LOC125973085,0,0,0,0,0,0,0
LOC125973086,0,0,0,0,0,0,0
LOC125973087,0,0,0,0,0,0,0
LOC125973088,21,82,33,11,12,17,15
LOC125973089,18,79,45,16,9,19,14
LOC125973090,22,81,40,17,8,20,23
LOC125973091,38,98,23,23,8,29,12
LOC125973093,17,80,45,21,5,19,16
LOC125973094,38,114,44,28,33,35,51
LOC125973095,29,96,61,31,31,47,47
LOC125973096,28,105,74,31,21,37,60
LOC125973097,31,95,55,22,41,37,48
LOC125973098,22,135,64,30,31,41,50
LOC125973099,0,0,0,0,0,0,0
LOC125973100,0,0,0,0,0,0,0
LOC125973101,0,0,0,0,0,0,0
LOC125973102,0,0,0,0,0,0,0
LOC125973104,0,0,0,0,0,0,0
LOC125973105,0,0,0,0,0,0,0
LOC125973109,0,0,0,0,0,0,0
LOC125973113,0,0,0,0,0,0,0
LOC125973114,17,79,35,11,10,24,18
LOC125973115,18,72,31,12,7,16,26
LOC125973116,18,81,27,18,11,17,21
LOC125973117,28,75,48,37,10,41,39
LOC125973119,23,100,50,40,27,34,44
LOC125973120,26,65,37,45,16,38,50
LOC125973122,0,0,0,0,0,0,0
LOC125973123,0,0,0,0,0,1,0
LOC125973124,0,0,0,0,0,3,0
LOC125973125,17,56,29,11,6,11,21
LOC125973126,0,0,0,0,0,0,0
LOC125973127,23,62,34,11,9,16,19
LOC125973128,26,72,36,18,19,27,14
LOC125973129,19,91,39,21,11,16,19
LOC125973130,21,72,49,20,19,19,28
LOC125973131,15,65,30,16,18,14,15
LOC125973132,40,107,48,27,38,35,58
LOC125973133,18,98,41,24,21,27,60
LOC125973134,41,103,68,43,26,32,56
LOC125973135,26,88,63,25,28,44,42
LOC125973137,0,0,0,0,0,0,0
LOC125973138,0,0,0,0,0,0,0
LOC125973140,0,0,0,0,0,0,1
LOC125973141,0,0,0,0,0,0,1
LOC125973142,0,0,0,0,0,0,0
LOC125973143,16,70,40,15,15,11,19
LOC125973144,32,52,47,21,9,16,24
LOC125973145,18,49,27,18,12,21,26
LOC125973146,20,64,24,24,8,22,27
LOC125973147,34,88,50,37,33,45,53
LOC125973148,36,81,60,33,48,48,59
LOC125973149,28,75,48,38,27,39,38
LOC125973150,44,84,67,38,27,40,56
LOC125973151,38,132,59,38,37,34,54
LOC125973152,0,0,0,0,0,0,0
LOC125973153,0,0,0,0,0,0,0
LOC125973154,0,0,0,0,0,0,0
LOC125973155,0,0,0,0,0,0,0
LOC125973156,0,0,0,0,0,0,0
LOC125973157,26,55,30,14,11,17,18
LOC125973158,29,101,56,44,26,49,57
LOC125973159,41,97,54,42,28,29,57
LOC125973160,38,107,56,40,28,30,38
LOC125973161,0,0,0,0,0,0,0
LOC125973162,0,0,0,0,0,0,0
LOC125973163,21,74,27,27,12,14,18
LOC125973164,27,57,33,23,11,23,16
LOC125973165,0,0,0,0,0,0,0
LOC125973168,0,0,0,0,0,0,0
LOC125973169,0,2,1,4,0,6,3
LOC125973178,0,0,7,0,0,1,2
LOC125973183,155,133,637,248,179,454,446
LOC125973187,9,38,6,32,16,40,28
LOC125973189,2,0,0,3,0,3,1
LOC125973191,1322,1372,1602,1162,1171,1546,1848
LOC125973204,2,1,4,5,5,1,0
LOC125973206,13,16,28,29,10,14,11
LOC125973207,3,11,14,21,10,23,6
LOC125973208,0,0,0,0,0,1,1
LOC125973212,463,287,1387,338,485,451,502
LOC125973213,0,0,2,2,0,0,0
LOC125973220,6,21,28,34,0,0,12
LOC125973228,0,0,3,1,0,2,0
LOC125973234,87,116,411,120,90,361,160
LOC125973235,15,0,41,34,17,7,20
LOC125973236,0,0,0,0,8,8,0
LOC125973237,0,0,0,0,0,0,0
LOC125973238,0,0,0,0,0,0,0
LOC125973239,0,0,0,0,0,0,0
LOC125973241,1032,228,933,685,557,1635,1185
LOC125973243,959,375,873,501,697,841,732
LOC125973244,545,238,372,79,227,80,336
LOC125973263,5,0,6,2,6,16,2
LOC125973264,4,0,0,0,0,0,1
LOC125973265,295,148,102,2054,285,1680,62
LOC125973266,1533,769,807,173,3112,403,2079
LOC125973272,15,32,65,54,38,28,17
LOC125973273,7,0,6,8,17,0,12
