Geneid,SSCN43.bam,SSCN44.bam,SSCP22.bam,SSCP26.bam,SSCP28.bam,SSCP29.bam,SSCP30.bam
oaz1a,3855,3552,4531,3438,4956,2112,4411
oaz1b,9720,8039,16455,14654,9428,19680,13892
obi1,134,43,157,125,131,122,422
obscna,86,35,149,139,18,57,63
obscnb,936,196,743,385,399,1137,775
obsl1a,4,4,0,2,6,2,4
obsl1b,53,18,20,0,3,6,12
oca2,34,84,807,153,80,343,161
oclna,88,221,436,134,190,244,401
oclnb,1329,1866,300,1875,635,885,766
ocrl,2484,1781,5021,3328,4260,2577,5114
ocstamp,37,30,30,0,28,6,25
odad1,381,219,872,330,236,843,1065
odad2,435,337,24,1389,80,357,70
odad3,556,736,88,1054,123,244,301
odad4,64,119,491,465,138,424,107
odc1,939,1239,1535,2906,1359,1440,2601
odf2b,152,183,579,174,154,279,320
odr4,555,768,2468,691,796,875,825
ofcc1,9,4,6,20,20,10,66
ofd1,471,588,788,428,336,717,543
oga,2597,1713,4023,2458,2602,3559,4097
ogal,582,202,644,445,440,648,700
ogdhl,260,131,479,181,242,446,344
ogfod1,406,367,581,423,466,407,657
ogfod2,1016,847,425,958,810,1327,828
ogfod3,737,562,2269,707,731,1083,827
ogfr,624,367,784,546,562,917,675
ogg1,446,226,884,349,428,379,712
ogna,1282,532,269,104,409,127,1059
ogt.1,5469,3033,13049,8155,7270,9000,8939
oip5,198,163,242,225,138,386,507
oit3,0,2,2,2,0,0,0
ola1,2405,3350,3323,2388,2721,2527,2581
olah,314,474,401,332,343,559,472
olfm1b,1848,849,528,107,2122,425,1323
olfm2a,18,14,0,7,12,14,2
olfm3a,39,43,21,0,132,12,392
olfm4.1,10,2,97,11,10,69,35
olfm4.2,0,0,0,0,0,0,0
olfml1,915,1298,553,78,2345,273,963
olfml2a,358,373,143,257,254,335,228
olfml2ba,183,189,87,42,138,40,161
olfml3a,124,52,55,41,201,14,12
olfml3b,61,13,72,111,35,58,48
olig1,0,0,0,0,0,0,0
olig2,52,27,41,36,27,61,76
olig3,16,10,2,8,10,25,7
olig4,0,0,0,0,0,0,0
oma1,124,132,80,166,113,97,195
ompa,0,0,0,2,0,0,0
ompb,0,0,3,0,0,0,0
onecut1,1,0,0,2,0,2,0
onecut2,55,21,44,55,22,68,65
onecut3a,50,26,38,32,44,37,51
onecut3b,0,0,0,0,3,8,2
onecutl,2,0,4,0,6,6,4
opa1,2652,2701,3307,2841,2793,2237,2798
opa3,250,405,1149,474,384,1041,557
opcml,413,766,1919,516,1022,329,2308
ophn1,3559,2916,4965,2701,3557,7315,5792
oplah,3340,4434,2859,2919,2197,1177,1075
opn1sw2,2,0,4,2,10,8,6
opn3,14,30,32,4,69,2,10
opn4xa,76,45,495,107,112,292,151
opn5,112,27,167,69,77,124,322
opn6a,0,1,0,0,0,0,0
opn7b,6,0,8,0,2,4,0
opn8b,0,0,0,0,2,0,4
opn8c,51,30,199,53,53,136,93
oprd1b,19,2,25,14,15,14,27
oprk1,29,20,23,38,14,55,12
oprl1,238,282,289,78,146,87,267
oprm1,12,9,36,20,12,28,78
optc,5,8,4,0,4,4,2
optn,5593,5936,2743,6073,3902,2609,2882
ora2,0,0,0,0,0,0,0
ora4,4,3,6,4,0,6,3
ora5,0,0,0,0,0,0,0
ora6,19,19,9,30,9,74,45
orai1b,133,169,429,177,306,164,302
orai2,1105,1034,1345,947,1276,1320,1190
orc1,376,180,548,369,367,347,429
orc2,867,848,1111,757,786,1150,1080
orc3,205,132,432,167,391,278,521
orc4,131,139,345,142,149,351,337
orc5,197,138,365,204,145,419,515
org,620,333,1430,1161,351,1154,4195
ormdl1,529,873,330,497,492,358,327
os9,1825,1554,1542,1181,1924,1119,1742
osbp2a,272,158,586,301,277,548,596
osbp2b,221,140,228,119,150,145,320
osbpl1a,377,523,257,502,263,369,163
osbpl2b,3384,1439,1831,2628,2642,1389,2084
osbpl3b,1633,1925,709,1872,673,773,622
osbpl5,4440,2384,1654,3223,2251,2732,2372
osbpl6,408,425,819,214,324,471,370
osbpl7,244,174,843,256,363,479,343
osbpl8,3329,2498,1103,1830,1222,1054,1001
osbpl9,2727,2646,6660,2581,3002,2803,3853
oscp1a,0,3,0,0,0,6,0
oscp1b,291,359,431,517,323,462,372
oser1,459,809,1672,908,496,847,905
osgep,531,633,1295,814,863,1260,1243
osgepl1,106,146,236,164,114,192,118
osgin2,12,3,9,29,18,46,30
osgn1,1010,987,875,1382,615,611,628
osr1,17,10,145,31,21,151,14
osr2,296,224,794,172,855,111,616
ostc,991,1327,874,1280,1366,900,1303
ostf1,3956,7567,4219,5350,5268,2849,3356
ostm1,1018,861,1803,824,1074,1177,1262
ostn,0,0,9,3,1,4,2
otofa,265,21,211,252,180,184,156
otog,38,104,32,237,129,70,62
otogl,419,72,628,237,191,583,339
otol1b,11,6,61,2,13,2,10
otomp,4,2,18,7,0,4,2
otop1,71,54,119,79,39,88,268
otop2,51,9,72,72,10,84,750
otpa,0,0,0,3,0,0,8
otub1b,3176,3457,2456,3805,2631,2228,2248
otud3,533,659,1825,665,705,1153,1045
otud4,806,831,2671,1405,1295,1178,1031
otud5a,984,1059,1356,852,1076,1410,1454
otud6b,843,1229,1181,1009,1052,1042,1224
otud7a,905,526,1318,860,689,437,697
otud7b,604,224,867,597,522,863,862
otulina,65,210,296,142,173,179,187
otx1,211,456,803,405,340,997,871
otx2b,0,0,0,0,0,2,6
ovca2,306,472,563,669,325,573,745
ovch1,27,53,315,133,59,95,393
ovol1a,35,12,127,55,41,46,62
oxa1l,685,785,1380,931,647,1182,1030
oxct1a,1514,2476,1061,1347,2919,663,1397
oxld1,44,50,50,73,84,96,105
oxnad1,256,427,810,537,415,739,564
oxr1a,2724,2511,3704,3281,3353,2007,2788
oxsm,543,668,983,902,781,542,856
oxsr1b,406,379,1620,654,599,616,869
oxtra,19,27,51,40,19,13,92
p2rx2,28,7,30,19,26,23,48
p2rx3a,140,392,19,152,65,37,39
p2rx5,26,15,33,18,32,15,26
p2ry10,423,215,43,214,155,80,40
p2ry12,186,70,37,8,107,2,108
p2ry13,288,290,45,52,189,34,345
p2ry1,344,102,488,92,379,45,47
p2ry2.1,42,36,188,82,118,153,114
p3h1,781,765,1999,546,993,655,1148
p3h2,921,1060,589,237,942,212,622
p3h3,340,97,565,179,318,229,350
p3h4,356,240,318,89,329,195,472
p4ha1b,1146,449,950,529,825,801,1151
p4hb,12598,9738,14857,11248,13610,16963,18234
p4htmb,141,96,664,209,282,281,286
pabir2,1461,326,1424,1082,1133,2003,1963
pabpc4,3525,2649,2663,2276,2595,1759,5079
pabpn1,2302,1868,5127,3235,3345,4033,3794
pabpn1l,627,616,698,954,597,767,1467
pacc1,238,115,684,150,374,531,351
pacrg,120,205,190,151,120,253,254
pacs2,69,76,324,107,158,256,251
pacsin1a,67,30,168,56,39,80,77
pacsin1b,117,82,181,103,244,170,197
pacsin2,4425,4018,9126,5612,6140,4486,6746
pacsin3,855,768,1771,1775,1103,1215,1119
padi2,138,78,399,45,145,97,184
paf1,861,681,1090,964,809,578,1169
pafah1b1a,2825,2372,2956,2171,2875,2111,3361
pafah1b2,604,884,1225,713,771,511,1055
pafah1b3,845,1384,2249,1398,1537,1194,1619
pag1,467,426,1022,387,930,732,686
pagr1,321,320,800,319,406,384,378
pah,0,6,39,1,21,6,14
paics,3430,2511,4067,2555,3669,1931,4837
paip1,2813,3445,4227,2998,2917,4960,4563
paip2b,3130,2955,3404,2962,2471,2659,2478
pak1,2001,3051,5279,3034,5082,1252,3394
pak1ip1,875,1499,1938,1417,1003,1821,1819
pak2b,1175,1066,2718,1508,1527,2235,1597
pak4,1726,2515,2700,1807,2533,1701,3021
pak5,151,212,142,274,71,229,130
palb2,141,34,269,142,107,154,334
pald1a,575,208,787,462,379,924,753
palld,2099,2208,1974,645,1105,646,1812
palm1b,1247,562,455,989,842,287,430
palm2akap2,2651,1085,1236,185,947,461,2031
palm3,5233,4868,369,3087,1960,1056,772
palmdb,14,12,0,5,19,19,19
pals1a,2859,1846,4677,3096,3323,1923,3663
pals2a,451,239,880,442,464,669,664
pals2b,76,73,356,62,184,165,192
pam16,512,1408,1646,916,1548,1023,1440
pam,1691,1769,815,878,725,1052,836
pan2,659,614,2531,1073,846,1401,830
pan3,1000,688,2707,1354,1355,1833,2543
pane1,317,221,614,259,344,607,443
pank1a,351,133,117,209,161,150,219
pank2,1188,2687,1871,2281,1590,1515,1269
pank4,484,471,658,681,622,470,634
panx2,12,22,119,25,2,78,125
paox,612,467,466,514,498,662,576
paplna,312,248,879,480,390,860,478
paplnb,2,6,0,0,2,4,77
papolg,2146,1068,1670,1794,1589,2318,2762
pappa2,14,25,39,23,15,68,62
pappaa,1119,120,188,159,657,79,114
papss1,877,1108,2135,1040,2043,1653,2130
paqr3a,571,352,371,548,464,573,730
paqr4a,190,291,844,569,330,418,391
paqr5b,14,0,26,4,10,0,7
paqr6,130,519,1612,477,516,354,830
paqr7b,720,848,1648,625,2014,1225,1484
paqr8,335,574,965,295,1140,482,877
pard3bb,5767,3164,2646,2740,4141,1629,3019
pard6a,203,82,130,129,181,78,79
pard6b,1262,820,1473,857,1296,1125,1332
pard6gb,173,96,293,89,224,170,270
parga,1703,1005,1399,1860,1115,1443,1265
parietopsin,17,21,46,21,34,31,31
park7,2408,2157,1636,3309,3410,2998,1502
parn,806,511,2286,1514,880,1297,1358
parp1,2030,1515,5985,2296,1808,2772,2074
parp12a,2762,2097,3285,2267,4504,2912,5919
parp16,1163,2082,1669,1714,1392,1236,1534
parp2,576,358,736,586,575,570,688
parp3,2877,3113,2755,2050,7062,1421,2452
parp4,1542,1231,2664,551,1565,1510,1601
parpbp,131,132,352,127,108,314,158
pars2,286,192,591,291,307,309,395
parvaa,2861,1184,1872,465,1639,751,1685
parvb,37,27,13,60,60,57,123
parvg,274,155,196,127,214,102,268
pask,433,55,284,271,262,472,381
patl1,1289,670,1560,798,942,1034,1152
patl2,220,56,555,275,154,713,2292
patz1,584,378,665,642,596,765,754
pawr,442,679,1152,367,472,423,637
pax10,2,0,0,0,0,8,0
pax1a,22,12,20,22,18,34,83
pax2a,88,89,352,72,44,140,65
pax3a,25,2,16,16,22,36,53
pax3b,4,2,12,6,4,12,6
pax4,2,8,57,13,10,14,20
pax5,4,0,0,2,4,2,11
pax6b,0,0,2,2,0,12,4
pax7a,4,8,29,14,8,11,4
pax8,149,6,2222,204,396,104,16
pax9,0,0,8,2,0,0,6
paxbp1,1984,1346,5419,2098,2292,2143,2448
paxip1,1367,693,1603,1330,998,1648,1406
pbdc1,663,1597,2252,740,874,769,974
pbk,346,133,893,319,233,525,695
pbx2,700,820,1866,962,828,1459,1360
pbx3b,143,99,79,34,122,67,153
pbx4,961,677,1705,806,1156,1189,1437
pbxip1a,5754,4195,1206,7531,3112,1815,1601
pbxip1b,16558,3949,8096,6346,12717,11072,13819
pcare1,10,2,4,2,2,2,0
pcbd1,246,306,734,274,463,431,495
pcbp2,1693,1298,2949,1741,1633,1664,2073
pcbp4,52,6,32,30,20,32,62
pcca,1445,1363,2003,979,1635,1008,1264
pccb,574,334,447,425,523,285,602
pcdh10a,24,40,162,18,29,66,17
pcdh10b,149,518,1056,171,733,334,231
pcdh11,125,83,132,115,94,99,132
pcdh12,661,578,392,626,248,330,192
pcdh17,64,30,64,26,31,36,44
pcdh18a,137,4,42,21,84,65,127
pcdh18b,115,36,102,33,151,73,202
pcdh19,1299,1102,2698,818,3560,1359,2197
pcdh20,39,22,16,0,8,0,10
pcdh7a,719,1385,941,465,1508,451,1200
pcdh7b,658,336,207,50,158,51,507
pcdh8,0,0,6,8,2,4,8
pcf11,1277,805,2949,1226,1283,1690,1544
pcgf1,246,164,352,308,232,394,566
pcgf5b,455,647,2351,922,1037,674,647
pcgf6,526,614,949,649,647,1024,993
pcid2,683,686,1046,804,737,1029,929
pcif1,1745,2118,5382,2247,1976,4051,3012
pck1,10,0,11,7,31,7,10
pck2,732,389,1116,614,640,755,833
pclaf,1502,782,6035,1250,1094,4234,1993
pcloa,399,248,22,204,122,164,114
pclob,101,24,105,62,63,127,241
pcm1,7653,5469,3238,7567,2807,3597,2062
pcmt,622,750,1180,911,746,1011,1180
pcmtd1,1320,2005,1214,1792,1314,1090,1932
pcmtl,309,443,564,320,351,490,382
pcna,1730,1520,4237,2473,2469,2413,2541
pcnt,3392,731,4444,1120,2552,2435,2689
pcnx1,448,113,438,237,323,385,385
pcnx2,4,2,0,3,6,14,15
pcnx4,620,403,737,618,489,604,467
pcolce2b,144,69,405,99,260,284,260
pcolcea,3666,1972,1255,245,4540,534,3503
pcolceb,0,2,2,0,0,0,0
pcp4b,67,1259,152,45,2745,414,132
pcsk1,101,30,360,119,105,156,80
pcsk1nl,198,106,167,12,279,59,396
pcsk2,372,763,149,382,589,227,179
pcsk5b,582,240,694,370,457,739,624
pcsk7,1551,467,1010,1174,1267,753,1051
pctp,163,242,387,150,328,266,361
pcyox1,298,322,532,276,432,428,389
pcyt1aa,711,761,1478,992,1001,1024,1350
pcyt2,1494,2667,2754,1271,2302,1011,2149
pdap1a,2450,3269,3716,2688,2817,3458,3602
pdap1b,1285,2115,1051,1199,1189,1259,1639
pdcb,677,960,1051,370,3171,294,1147
pdcd11,2122,956,1604,1117,1158,1274,1834
pdcd2,157,311,321,346,191,491,619
pdcd2l,68,102,326,169,104,224,301
pdcd4a,3086,1856,3503,2038,1868,2160,3240
pdcd4b,808,814,907,584,1150,742,1308
pdcd5,1904,1896,2411,1941,1827,3376,3209
pdcd6,1157,1033,1249,1926,1406,565,1004
pdcd6ip,1949,2079,2865,2426,1975,1857,1926
pdcl,1240,2096,1883,1144,1774,1029,1708
pdcl3,2715,672,944,1803,520,725,982
pde10a,714,415,324,796,491,339,481
pde11a,588,353,438,1508,471,935,316
pde11al,1017,2135,246,657,275,463,297
pde12,270,325,595,418,318,279,424
pde1a,323,177,1284,307,315,473,442
pde1cb,213,44,211,117,125,332,363
pde3a,286,240,401,245,330,281,400
pde3b,2642,1538,2203,944,1612,1248,1905
pde4a,256,92,331,116,272,240,350
pde4ba,1581,480,279,584,311,217,399
pde4ca,2160,1663,1142,825,1001,919,1342
pde4d,1347,250,1119,237,473,241,682
pde5ab,703,278,1112,241,321,280,619
pde6a,200,70,1187,63,84,189,154
pde6b,97,80,54,92,61,160,97
pde6c,91,105,374,65,125,151,103
pde6d,903,501,2659,1091,977,2300,2167
pde6gb,22,57,124,73,8,56,47
pde7a,4816,4120,4536,4471,3236,4327,4728
pde8a,1878,1486,955,871,753,472,577
pde8b,134,22,384,111,124,276,149
pde9ac,33,18,40,9,30,26,14
pdgfab,155,124,88,22,101,42,89
pdgfba,302,275,1355,299,689,235,714
pdgfbb,77,17,24,13,72,44,128
pdgfc,48,18,48,58,52,25,47
pdgfd,603,632,1036,204,441,224,460
pdgfra,815,226,320,60,1370,118,681
pdgfrb,946,446,411,86,754,238,839
pdgfrl,464,206,90,16,438,28,104
pdha1a,3684,5915,2970,4172,4350,2398,2966
pdha1b,221,184,432,339,256,268,248
pdhb,1953,3077,2485,3219,2274,1653,1496
pdhx,2314,3515,1373,2066,1700,1585,1536
pdia2,4353,9099,1047,10026,3368,1521,817
pdia3,11678,8775,14218,11755,10268,9317,9352
pdia4,2927,2672,2002,2449,2844,1778,2916
pdia5,2487,2702,1526,2677,2060,1171,1725
pdia6,3978,1946,1758,3971,3795,2213,2250
pdk1,703,553,1805,836,787,891,1061
pdk2a,240,252,477,128,361,202,201
pdk3a,657,597,423,579,408,414,488
pdk4,517,796,503,378,567,544,604
pdlim1,1011,426,2045,870,1387,558,1640
pdlim2,2552,3594,1848,1798,1273,807,1104
pdlim4,2148,1021,612,167,668,214,1479
pdlim5a,34,0,13,7,18,14,8
pdlim5b,1488,493,2579,646,1111,719,1657
pdlim7,2017,938,3284,1417,1559,957,1852
pdp1,483,525,595,456,378,575,817
pdp2,290,355,715,392,494,469,629
pdpk1b,1288,2180,2571,1663,1686,1499,2553
pdpn,957,1172,485,456,928,316,1170
pdpr,1342,1808,2427,1329,1832,1412,2179
pdrg1,1056,2099,1724,2098,1074,1381,1169
pds5a,3642,3924,2622,2912,3649,2311,4021
pds5b,1630,1068,6095,1857,1746,2373,2223
pdss1,315,196,598,242,317,426,488
pdss2,360,621,482,360,436,474,589
pdx1,10,41,56,41,23,111,97
pdxdc1,3090,3594,2210,3038,2825,1639,1430
pdxkb,1344,1140,487,838,769,820,509
pdyn,10,22,10,12,24,6,13
pdzd11,1530,2956,1761,1640,1329,1772,2161
pdzd8,1118,474,887,981,1390,606,1151
pdzk1,37,48,112,199,120,107,8
pdzrn3b,876,279,446,46,382,83,414
pdzrn4,151,14,3,8,51,2,13
peak1,1764,997,774,1060,761,616,1050
pear1,311,54,366,91,157,163,270
pebp1,1692,3799,1250,1827,1372,1276,1681
pecr,453,146,371,310,534,339,594
peds1,1921,3102,2079,1771,2533,2012,2316
pef1,1291,1215,2072,1442,1584,1340,1100
peli1b,358,335,1812,376,469,569,577
peli2,813,959,997,555,683,890,1079
peli3,95,148,107,119,57,102,111
pelo,495,495,1146,620,710,764,1002
pelp1,1656,942,3179,1936,1729,1952,2394
pemt,237,618,225,380,323,336,366
pepd,4410,10561,6766,6805,10391,3553,7253
per1b,1265,600,557,694,154,448,353
per2,426,454,923,384,263,671,625
per3,5820,3831,5175,4002,2347,3707,4411
perm1a,2,0,0,0,1,0,0
perm1b,2,2,0,0,0,0,28
perp,2784,2531,4887,1984,2451,2544,4662
pes,1541,2492,2055,2022,1856,2019,2438
pet100,336,492,508,386,471,526,602
pet117,690,56,379,669,407,285,385
pex10,201,207,332,229,252,311,333
pex11a,161,194,1415,199,140,127,199
pex11b,624,1024,124,1049,991,1109,901
pex11g,462,1231,1706,644,813,731,601
pex12,53,128,558,86,61,101,277
pex13,405,322,52,502,530,485,777
pex14,478,436,896,741,532,520,679
pex16,399,647,834,635,639,644,859
pex1,642,529,928,782,526,991,768
pex19,1557,3022,3188,1992,2909,1856,2255
pex2,118,171,121,118,172,103,145
pex26,358,465,327,512,324,281,363
pex3,627,520,879,891,550,640,572
pex5,846,511,1052,751,650,675,851
pex5la,19,40,30,28,48,136,10
pex6,213,276,2000,349,280,433,594
pex7,289,256,658,377,444,269,474
pfas,1227,208,1020,796,674,716,1300
pfdn1,1068,2876,2333,1749,1663,1491,1713
pfdn2,1475,1872,1743,1747,1476,1494,1712
pfdn4,923,1886,1767,1197,1258,1391,1916
pfdn5,1205,3256,1537,1613,1493,2708,2085
pfdn6,1479,2124,1629,2117,1882,2985,2787
pfkfb3,356,225,733,426,186,471,433
pfkfb4a,1653,1010,1172,1525,1150,1057,1217
pfkfb4b,870,373,777,477,1109,838,1104
pfkla,522,876,1433,796,445,1090,807
pfkmb,199,44,167,239,293,101,133
pfkpa,1432,1117,1074,1353,1519,555,1007
pfn2a,7111,7764,6218,8868,6394,8961,6215
pgam2,320,21,38,26,48,54,47
pgam5,1653,1109,5022,1743,1582,4423,3233
pgap1,3065,4650,1887,4580,3640,1948,1434
pgap2,805,482,1490,737,1050,905,1149
pgap3,562,901,662,861,802,524,678
pgap4,33,60,201,51,38,45,75
pgbd5,286,984,665,141,617,191,735
pgd,1965,1215,3428,1456,3561,826,1593
pgfb,43,10,64,49,60,101,121
pgghg,644,217,1215,254,526,342,577
pggt1b,852,552,746,1106,794,1214,730
pgk1,4873,9637,5764,3673,6017,3111,5716
pgls,516,602,1588,1154,2678,1463,2205
pglyrp2,6,8,6,4,1,8,2
pgm1,1382,912,1783,1033,1477,1099,1683
pgm2,771,1369,1012,803,1622,740,1027
pgm3,3095,3712,2758,1474,2741,1314,1550
pgm5,6531,3324,4195,955,1624,1016,3260
pgp,169,136,269,242,190,235,312
pgpep1,671,541,1226,779,555,980,938
pgr,923,671,1190,302,553,121,535
pgrmc1,1148,1217,1532,980,1620,806,1368
pgrmc2,2039,3204,8026,3105,3156,6544,4186
phactr1,254,173,1044,428,350,677,543
phactr2,1933,957,674,1564,1094,701,797
phactr3a,187,131,355,81,211,141,265
phactr3b,22,34,81,35,42,108,77
phactr4b,2263,2046,3346,2215,2823,1764,3007
phaf1,996,713,1496,816,1082,1384,1926
phax,586,710,733,817,834,548,793
phb,1636,2284,2117,2504,2752,1923,2464
phb2b,3313,4914,6339,5094,5222,4142,4151
phc1,419,346,857,557,441,1074,1065
phc2b,356,569,648,673,332,705,417
pheta1,492,755,1147,672,1118,635,1221
pheta2,17,7,3,11,22,35,76
phex,37,14,96,51,48,96,92
phf10,473,241,518,362,375,575,596
phf1,100,185,421,168,213,120,510
phf11,212,36,177,1060,1718,368,180
phf13,1051,980,1644,873,775,1331,2173
phf14,907,635,705,77,71,670,668
phf19,149,194,987,284,347,396,395
phf2,1532,1390,4538,1439,1673,1486,1933
phf21ab,1446,908,419,3161,1734,3435,1886
phf21b,194,366,3341,411,251,365,206
phf23b,1183,1494,2217,1816,1234,1431,1876
phf24,0,3,0,3,8,0,2
phf3,651,339,801,511,523,587,660
phf5a,630,651,1236,822,817,1191,1173
phf6,932,751,984,1039,874,754,1001
phf8,1292,410,1391,751,1071,936,1288
phgdh,1301,385,1221,616,1182,1038,1796
phip,1164,914,1718,853,907,845,1037
phka1a,532,351,1324,379,592,745,587
phka2,1170,603,497,499,693,175,270
phkb,644,334,992,303,609,494,811
phkg2,701,1002,915,1066,841,726,689
phlda1,158,189,117,98,96,387,416
phlda2,785,374,1716,852,994,327,1546
phlda3,573,1010,724,737,761,372,759
phldb1a,409,62,245,254,158,139,258
phldb1b,800,829,1052,515,565,898,905
phldb2a,844,315,304,36,396,82,393
phldb2b,2673,1613,3461,1055,2563,1145,1690
phlpp1,711,563,1642,583,556,1190,951
phlpp2,31,19,124,34,33,69,232
phospho1,7,12,16,9,5,15,17
phospho2,742,816,319,596,475,426,582
phox2a,0,0,0,1,0,4,1
phox2bb,1,0,4,2,4,6,7
phpt1,558,607,672,623,1108,640,1208
phrf1,2265,1379,2596,1719,1487,1837,1755
phtf1,913,550,1932,811,1240,714,944
phyh,776,971,389,1192,786,247,411
phyhd1,384,558,760,272,466,488,455
phykpl,550,635,793,545,879,683,730
pi15a,86,62,62,33,66,42,115
pi4k2a,511,271,635,565,558,587,804
pi4k2b,509,422,413,532,399,539,696
pi4kaa,873,165,723,1041,743,602,921
pi4kb,1047,982,3926,1418,1484,1650,2075
pianp,46,50,24,36,52,33,10
pias1b,471,368,745,685,542,954,754
pias4a,2009,1866,2038,2885,1556,1792,1596
pibf1,347,361,607,515,358,482,460
picalmb,2583,1416,1697,2661,2522,1717,3566
pick1,574,326,602,427,674,289,724
pid1,918,1326,1836,586,1313,1064,1944
pierce1,219,312,193,672,145,269,170
piezo1,1561,1100,5205,1774,2803,2109,2803
pif1,145,58,251,72,102,299,413
piga,280,66,148,146,147,162,408
pigb,787,559,1917,766,970,1090,782
pigc,367,537,250,259,268,288,201
pigf,768,973,310,1222,1033,308,540
pigg,702,362,904,756,941,669,1189
pigh,134,291,1720,229,217,544,325
pigk,2978,3121,1116,3469,2440,1530,1466
pigl,626,1084,179,1115,510,339,281
pigm,282,122,298,262,215,320,257
pign,973,1387,768,1229,1299,658,665
pigo,568,361,467,525,349,443,381
pigp,324,325,357,489,324,485,362
pigq,522,196,535,350,369,420,476
pigs,3445,2223,1049,3811,2425,982,985
pigt,5157,5944,1460,7022,4247,1996,2480
pigu,1540,2495,748,2693,1646,1000,1082
pigv,216,273,262,247,244,263,299
pigw,579,371,335,521,417,391,489
pigx,163,91,206,199,120,128,215
pih1d1,387,1059,1422,755,468,833,758
pih1d2,212,399,123,551,62,235,112
pik3ap1,1066,2094,487,1168,506,327,447
pik3c2a,3651,3697,3931,3145,3102,2443,2173
pik3c2b,352,167,1206,465,365,1067,613
pik3c2g,617,118,1137,231,321,220,231
pik3c3,911,545,3310,1134,1172,1333,1298
pik3ca,568,359,1194,992,766,1032,822
pik3cb,499,107,603,233,376,504,504
pik3cd,517,142,424,384,266,225,316
pik3cg,736,188,702,511,685,999,783
pik3ip1,1922,3307,2163,1029,1730,1350,2049
pik3r1,2972,760,2375,1013,1754,1110,2113
pik3r2,2620,2050,3051,1009,3076,1759,3377
pik3r4,498,424,1083,606,433,526,601
pik3r5,370,54,118,38,234,91,176
pikfyve,2272,1298,1206,1954,1152,865,931
pim1,1905,1519,2679,971,2439,1782,2822
pim3,2936,833,3224,2062,1876,4571,3923
pin1,1284,2141,1730,1824,1903,1456,1602
pin4,1142,1767,1659,1401,1128,1788,1474
pinx1,346,273,457,544,401,387,538
pip4k2aa,1504,193,645,443,797,475,734
pip4p1a,598,533,2114,1014,802,1236,1339
pip4p2,552,870,2816,1554,997,1571,1376
pip5k1ba,380,12,328,141,139,510,474
pip5k1bb,1326,672,123,1109,389,342,201
pip5k1ca,361,135,786,230,170,409,486
pip5kl1,76,35,772,141,133,281,220
pipox,664,394,883,255,455,439,751
pir,591,360,287,186,400,267,334
pisd,248,347,1066,424,259,401,507
pithd1,476,732,467,635,442,484,682
pitpnb,1364,1393,3336,1703,1921,1875,1892
pitpnc1a,332,446,533,233,377,303,281
pitpnc1b,115,28,267,127,159,42,34
pitrm1,1549,1884,2585,1512,1398,1452,1539
pitx1,2,0,0,6,2,2,5
pitx2,11,23,10,10,4,52,29
pitx3,9,82,111,7,38,30,193
piwil1,10556,1614,10849,6308,5315,14037,10265
piwil2,2773,1112,4329,1835,1584,4776,3467
pjvk,456,320,776,965,492,1106,682
pkd1a,1615,106,352,185,589,440,771
pkd1b,97,12,187,243,196,68,50
pkd1l3,24,4,64,4,25,38,23
pkd2,632,456,667,320,604,441,676
pkd2l1,0,4,2,0,2,3,7
pkdc,173,396,724,437,179,256,481
pkdccb,965,570,885,741,1179,544,2308
pkhd1l1.1,1430,14,19,16,20,46,16
pkia,60,36,50,23,25,68,97
pkig,380,155,386,114,343,233,275
pklr,143,238,552,232,186,144,565
pkma,8202,7871,8115,7145,7182,4767,7248
pkmb,182,8,51,50,20,40,48
pkmyt1,150,159,316,191,162,210,241
pkn1a,1244,1836,3534,1674,1972,1935,2301
pkn2a,572,801,2095,506,1041,853,1095
pknox1.1,769,597,1348,851,818,816,1194
pknox2,596,246,262,627,341,376,542
pkp1b,10,5,54,22,25,6,0
pkp2,230,227,778,243,236,418,518
pks1,4,2,12,6,6,12,37
pla1a,260,588,529,415,196,366,397
pla2g10,1797,3781,390,2870,1686,948,391
pla2g12a,317,226,525,328,405,333,453
pla2g12b,82,92,0,3,30,14,33
pla2g15,509,627,169,432,374,261,364
pla2g1b,0,28,19,27,32,32,28
pla2g4ab,1526,1017,1300,1525,2571,424,1749
pla2g6,677,539,1091,807,667,1106,932
pla2g7,378,292,778,238,391,303,450
pla2r1,277,112,205,89,269,111,181
plaa,826,794,2565,1352,1254,1279,1130
plaat1,415,650,51,651,261,88,111
plaat1l,47,72,10,0,56,43,48
plac8l1,928,747,58,915,458,196,171
plag1,620,557,1147,456,1359,519,1694
plagl2,265,177,266,164,195,378,361
plat,295,64,308,215,148,168,286
plaub,35,202,109,181,140,72,166
plb1,422,119,3173,293,421,856,690
plbd1a,280,203,177,251,295,141,223
plbd1b,20,18,66,34,10,46,24
plbd2,777,466,338,348,440,342,569
plcb1,101,65,341,114,87,317,1342
plcb1l,276,72,193,143,128,160,205
plcb2,418,126,949,228,194,689,971
plcb3,1619,755,1266,675,847,568,644
plcd1a,851,530,602,301,877,252,349
plcd3a,876,1359,2979,3148,1431,2318,1794
plce1,785,800,1493,578,1403,1235,1480
plcg1,3173,1434,2676,1906,2209,1560,2310
plcg2,533,196,510,215,417,146,305
plch1,191,140,389,122,480,119,293
plch2a,101,23,255,86,155,145,64
plch2b,0,0,0,0,2,0,0
