Geneid,SSCN43.bam,SSCN44.bam,SSCP22.bam,SSCP26.bam,SSCP28.bam,SSCP29.bam,SSCP30.bam
rbmx,1588,1499,1613,1756,1795,2104,1259
rbmx2,573,712,2986,966,812,1096,2337
rbp1.1,26,70,537,199,62,291,141
rbp2a,0,6,26,0,113,0,1
rbp3,1,0,2,27,1,16,0
rbp4,3382,1926,992,59,3164,279,1554
rbp5,355,342,915,238,584,63,162
rbp7a,8,47,59,69,4,14,2
rbp7b,433,915,519,219,1903,424,729
rbpjb,608,382,476,350,408,474,664
rbpms2a,4434,2967,4327,948,1592,2665,5176
rbx1,1347,2365,2797,2453,2407,2607,2416
rc3h1b,980,1146,1924,1115,900,1755,1409
rc3h2,565,353,1886,788,619,682,646
rcan3,59,10,72,34,30,51,93
rcbtb1,296,105,126,111,160,470,916
rcbtb2,735,437,1007,888,717,928,1031
rcc1,685,509,1294,849,927,869,1193
rcc1l,227,232,708,285,226,348,377
rcc2,8056,5107,6139,6974,4208,4824,3495
rce1a,596,541,771,701,570,828,905
rchy1,444,536,894,462,687,706,733
rcl1,2479,4355,2172,3324,2115,1645,2205
rcn1,1817,4345,2385,3248,1879,1902,2149
rcn2,1167,2282,484,1430,1426,817,810
rcn3,406,380,488,385,1322,499,855
rcor1,1510,909,2920,1491,1871,1689,2198
rcor2,1092,1437,5420,1434,1455,3276,2293
rcor3,458,426,1049,559,374,549,732
rcvrn2,0,2,6,8,0,0,2
rcvrna,0,0,4,4,0,8,0
rd3,2,0,2,2,2,0,6
rd3l,4,6,20,12,12,31,9
rdh12,114,17,448,269,19,277,16
rdh12l,352,797,449,513,311,819,224
rdh1,9,68,50,7,126,34,4370
rdh20,0,0,0,0,0,1,0
rdh5,7,40,11,4,7,9,2
rdh8a,516,872,619,838,795,509,1035
rdm1,297,338,705,342,386,799,336
rec114,1290,612,2080,1252,1275,4031,2452
reck,1680,1455,2778,2179,2731,1682,3639
recql4,627,341,1038,1133,588,831,1074
recql5,554,300,881,504,438,690,915
recql,881,747,921,349,707,913,860
reep1,264,281,274,161,204,247,251
reep2,437,412,1085,443,579,771,845
reep3b,2130,3121,2342,1422,1964,1551,1729
reep5,3758,8065,2162,5588,3907,2839,3175
reep6,233,297,14,366,152,100,92
rel,406,1051,723,206,1341,618,768
rela,691,609,2212,800,727,672,823
relb,471,363,746,350,395,335,538
relch,1341,746,1560,1205,1541,1008,1052
reln,21,200,36,24,41,66,42
relt,1649,1985,712,1362,1025,628,1034
rem1,29,42,87,55,53,43,87
rem2,37,137,157,169,67,107,69
ren,0,18,8,2,10,4,7
renbp,552,446,1175,878,823,428,973
rep15,0,1,0,0,0,1,1
reps1,1542,1625,3057,1884,2205,1616,2212
reps2,163,235,508,227,233,434,358
rer1,2772,2265,3526,2881,4087,4201,3918
rerea,1751,1238,1756,1411,1251,1390,1584
rereb,1201,1508,1660,1018,1193,1870,1813
rerg,54,7,38,4,67,0,6
rergla,96,514,360,29,199,311,160
rerglb,6,10,43,5,96,2,9
rest,382,465,726,493,390,483,699
ret,24,4,43,57,21,12,26
retreg1,93,126,418,165,208,208,259
retreg2,614,1093,1229,621,563,800,1203
retreg3,703,658,2107,804,788,1431,1187
retsat.2,583,595,1382,632,853,891,673
rev1,655,381,748,648,429,653,601
rev3l,865,189,674,344,480,434,692
rex1bd,291,114,1086,328,334,622,561
rexo1,1563,582,784,811,900,844,1096
rexo4,712,892,1136,1009,812,1253,1574
rfc1,1230,802,900,963,901,839,1083
rfc2,550,677,902,980,596,854,930
rfc3,769,1099,1803,1195,844,1598,1742
rfc4,320,348,636,438,365,531,731
rfc5,589,498,1600,765,714,1196,1117
rfesd,31,41,11,10,25,15,17
rffl,100,144,437,199,157,148,272
rfk,569,457,478,784,713,759,905
rflna,583,580,141,423,320,214,183
rflnb,142,113,170,157,125,285,338
rfng,303,224,412,192,567,246,588
rft1,3051,2658,1531,596,1209,691,2848
rftn1a,81,29,102,118,133,33,119
rftn2,210,127,258,698,212,262,259
rfwd3,673,584,1197,482,378,681,784
rfx1a,382,197,1523,808,476,861,563
rfx1b,674,301,796,826,485,976,491
rfx2,545,1056,1479,1216,585,724,485
rfx3,215,104,442,173,182,281,257
rfx4,75,72,172,206,43,123,80
rfx5,439,248,1269,511,498,748,741
rfx6,67,62,549,89,121,287,152
rfxank,339,317,654,269,433,464,622
rfxap,179,288,338,288,187,394,583
rgcc,190,110,477,238,258,141,169
rgl1,1663,1447,1439,775,1061,991,1561
rgma,145,131,598,196,305,377,321
rgmb,263,469,417,76,182,72,126
rgmd,115,94,355,111,207,186,253
rgp1,1244,1097,1680,1497,1262,1233,1546
rgra,4,7,0,2,0,2,8
rgrb,149,86,272,149,87,268,308
rgs11,270,30,653,61,54,69,81
rgs12a,176,55,111,82,101,94,130
rgs12b,574,593,647,606,915,632,996
rgs14b,257,94,82,75,160,337,260
rgs17,368,149,513,320,321,587,528
rgs18,747,548,307,42,554,201,467
rgs19,539,294,599,394,268,389,464
rgs20,13,15,28,16,16,38,49
rgs3a,1265,1150,1153,500,516,717,1705
rgs6,2,3,10,2,4,6,6
rgs7a,15,24,31,35,23,38,41
rgs7bpa,6,2,26,22,6,16,18
rgs9a,83,178,65,116,51,75,84
rgs9bp,1,0,0,2,0,4,0
rh50,0,0,0,0,0,0,0
rhag,142,11,29,14,102,51,153
rhbdd1,320,433,705,435,394,430,398
rhbdd2,249,189,248,182,249,283,303
rhbdd3,459,714,1315,739,600,884,734
rhbdf1a,513,425,1243,557,621,589,711
rhbdl1,135,202,284,266,66,218,130
rhbdl2,207,40,652,190,166,451,445
rhbdl3,179,74,231,90,128,225,204
rhbg,79,6,26,9,12,38,20
rhcgb,89,147,374,68,141,362,220
rhd,267,1632,750,1258,710,468,236
rheb,377,491,1708,673,469,782,1012
rhebl1,2131,2157,1648,2177,2011,1734,2088
rhno1,409,1156,556,684,478,534,372
rhoab,3710,3434,5026,4236,6425,2372,5878
rhobtb3,183,55,18,276,73,110,97
rhobtb4,662,144,78,92,428,63,278
rhof,297,166,393,30,351,61,197
rhogd,1166,1184,1458,1299,1660,1015,1850
rhoh,16,0,6,1,11,1,2
rhoq,1126,819,359,651,407,320,368
rhot1a,647,502,891,737,617,787,816
rhot1b,769,836,3248,892,1219,971,1102
rhot2,1733,1703,3637,2136,1932,2936,2230
rhoua,1642,1181,1246,478,1804,703,1463
rhoub,997,1632,3099,1897,1818,902,2544
rhov,30,37,38,67,49,45,66
rhpn1,36,46,176,61,62,134,85
rhpn2,625,145,795,284,315,282,426
ribc1,335,176,71,567,56,308,46
ribc2,26,16,99,20,12,24,26
ric1,393,98,332,247,329,325,457
ric3a,0,0,0,2,2,0,2
ric3b,34,24,96,29,28,79,63
ric8b,1391,152,181,886,533,366,579
rida,634,852,930,786,758,1028,840
rif1,1796,1958,1337,1329,1412,1024,1371
rilp,2910,4602,7697,4436,8415,4797,6381
rilpl1,415,122,249,210,261,137,406
rilpl2,307,251,437,618,334,739,524
rimbp2a,16,5,4,4,4,18,56
rimbp2b,259,41,100,10,31,16,138
rimkla,433,115,208,192,215,212,339
rimoc1,1841,1181,3075,1725,2088,2608,2446
rims2a,1619,482,1428,199,950,403,1070
rims3,112,34,162,62,42,75,135
rims4,412,259,142,348,336,207,151
rin1b,89,178,414,226,146,323,300
rin3,1704,1885,2654,2216,1504,1023,1485
rinl,1103,655,539,872,634,207,323
rint1,242,193,501,364,256,277,494
riok1,1096,2009,3284,1632,1402,1117,1123
riok2,1283,1683,1371,1115,1218,1257,1251
riok3,2771,4287,3678,3395,2411,1698,2556
riox1,622,810,976,572,687,640,536
ripk1l,1158,675,1047,852,1014,888,1093
ripk4,98,129,545,155,172,131,183
ripor1,3129,1686,2314,2500,2491,2331,2028
ripor2,1493,638,1682,1377,932,633,963
ripor3,2685,193,1164,1988,1142,814,1196
rlbp1b,246,93,124,61,56,78,143
rlf,1781,896,1281,1481,1518,1415,1382
rlim,1628,1503,2638,1599,1599,2760,2200
rln1,25,69,116,21,54,110,69
rln3a,12,9,2,183,8,47,18
rln3b,2,4,6,6,4,16,12
rmc1,1000,1430,983,987,1064,997,991
rmdn1,207,372,382,186,617,295,352
rmi1,496,304,1035,718,738,724,764
rmi2,74,119,397,162,60,178,311
rmnd1,329,258,901,302,382,710,617
rmnd5b,2246,1221,1934,1509,1549,1671,2185
rnaseh1,840,1248,1417,1403,1070,842,941
rnaseh2a,281,177,428,286,297,448,701
rnaseh2b,437,801,1029,583,895,803,1038
rnaseh2c,589,904,985,905,860,1280,790
rnaset2,1110,883,926,1067,1041,1155,949
rnaset2l,106,76,113,36,90,31,77
rnd3a,1576,885,920,1212,1797,581,979
rnf103,537,509,737,681,685,458,1111
rnf10,4802,4288,6779,4872,4460,5490,4748
rnf111,1462,1370,2194,1141,1096,1735,1942
rnf113a,637,1084,1156,591,689,752,907
rnf114,1711,2757,1261,1832,1709,1907,1889
rnf115a,431,346,836,457,569,572,642
rnf11a,564,731,898,967,923,774,798
rnf11b,1254,1276,1571,971,1199,1614,1404
rnf121,1246,839,602,1643,2364,680,883
rnf122,71,45,67,44,53,36,36
rnf126,578,607,609,754,540,824,732
rnf130,869,1576,2376,1507,1140,1306,1778
rnf13,2586,2978,670,2245,1479,923,716
rnf139,322,269,668,351,270,233,456
rnf14,1057,272,396,271,386,1101,1288
rnf141,347,1697,2159,2282,1896,345,413
rnf144aa,844,588,2512,1887,1323,1092,3255
rnf144b,658,1326,1142,2314,992,740,1280
rnf146,1719,778,1316,918,926,1853,1024
rnf150a,405,292,1227,595,441,725,666
rnf151,112,352,856,193,253,468,413
rnf152,48,228,249,87,76,139,162
rnf157,395,236,417,234,233,377,349
rnf165a,270,220,844,387,438,332,583
rnf165b,655,514,609,604,683,812,1128
rnf167,1186,873,1687,711,1098,1572,1246
rnf168,429,319,882,559,410,769,788
rnf169,132,293,550,259,170,270,329
rnf170,627,483,601,615,456,649,685
rnf175,173,1924,1398,3904,4006,923,5046
rnf17,5836,286,7971,620,263,8026,602
rnf180a,4,6,38,0,0,6,8
rnf180b,434,108,389,315,143,351,551
rnf181,359,200,404,378,650,349,508
rnf183,173,915,833,212,392,72,328
rnf185,428,550,954,589,498,614,732
rnf19a,1392,545,2658,968,1236,1675,1371
rnf19b,486,466,980,383,392,414,524
rnf20,2562,1739,2126,2011,1667,1814,2334
rnf208,122,56,147,63,191,30,110
rnf213a,9870,2193,2744,1150,1048,4651,1080
rnf214,808,857,618,4328,10858,506,2976
rnf215,0,0,0,1307,518,0,580
rnf2,1540,2840,2733,0,0,3223,0
rnf216,4306,409,248,4476,2569,185,1696
rnf217,202,1337,1383,242,197,2026,269
rnf220a,1768,19,44,1452,1211,86,1707
rnf220b,59,0,29,83,82,2,38
rnf224,0,1752,3558,0,3,2207,2
rnf24,2284,236,823,1298,2632,426,4542
rnf25,273,645,1760,340,338,1306,589
rnf26,751,477,958,638,614,959,1089
rnf32,52,71,123,152,44,106,78
rnf34a,2490,3054,1330,2256,2338,1228,1324
rnf38,921,538,955,766,853,800,813
rnf41,1838,1542,2223,1132,1061,2755,2069
rnf41l,4,6,0,2706,1524,1461,1771
rnf44,1446,1280,2047,3,29,6,10
rnf4,899,488,2295,1334,1551,2142,2247
rnf5,2938,5560,1786,3482,2535,1859,1700
rnf6,480,485,1505,646,711,959,724
rnf7,596,577,1972,732,794,1688,1715
rnf8,1728,2115,1432,1870,1381,1653,1676
rnft1,434,544,800,459,605,524,642
rnft2,158,163,880,185,276,471,397
rngtt,774,897,634,781,821,673,787
rnls,163,346,1426,407,508,338,593
rnmt,446,243,628,625,499,552,559
rnpc3,321,377,827,460,498,757,527
rnpepl1,126,157,329,213,105,116,179
ro60,812,605,1145,792,551,1353,845
robo1,891,526,1440,814,852,1476,1305
robo2,105,95,295,112,118,164,189
robo3,450,105,821,291,382,528,594
robo4,185,24,89,66,183,135,201
rock1,3581,1942,3575,2812,2752,4160,3803
rock2a,4161,2708,5532,1661,4111,2458,4574
rogdi,1190,1988,1370,995,2178,1872,2819
rom1a,6,8,4,4,2,6,2
rom1b,0,0,0,0,0,0,0
romo1,3591,8049,6356,4806,4912,6114,5543
ropn1l,842,945,118,1079,213,341,128
ror1,264,51,467,115,254,77,198
ror2,264,49,494,91,184,130,300
roraa,484,64,224,170,165,263,373
rorb,129,69,89,67,117,124,155
rorc,225,125,314,87,99,133,104
rorca,134,16,83,79,147,44,182
rp1l1a,26,19,33,45,42,32,28
rp1l1b,868,184,3323,929,517,1868,1234
rp2,653,454,1117,628,717,690,727
rp9,888,774,1221,963,858,910,958
rpa1,1453,471,2447,1200,987,1899,1476
rpa2,797,896,1368,838,1028,950,1240
rpa3,1988,3851,1606,2245,1938,3237,2556
rpain,234,116,511,311,260,353,545
rpap1,686,434,577,338,493,526,786
rpap2,896,982,1484,836,810,734,1099
rpap3,836,1413,1181,1206,666,866,691
rpe,1177,152,1629,1248,1304,1094,1397
rpe65a,131,844,223,113,87,107,83
rpf1,1042,1275,1411,947,1145,1227,1426
rpf2,4037,10593,1609,3749,2095,1642,1733
rpgrb,864,762,481,1673,467,697,373
rpgrip1,113,98,387,99,174,185,316
rpgrip1l,544,348,2867,893,758,892,857
rph3aa,21,30,138,126,50,51,37
rpia,932,1065,1319,1490,1716,961,1540
rpl10,11375,16645,23342,14745,16026,13942,14537
rpl10a,22986,33578,39688,24927,29660,27729,28962
rpl11,13877,28173,31754,20310,20072,20867,19872
rpl12,39281,62682,74457,52100,58822,61654,67475
rpl13,9164,18986,23050,13851,13491,19773,16001
rpl13a,21519,29440,47597,24967,29743,34005,30065
rpl14,12622,21167,26092,14632,18665,20605,17848
rpl15,10613,14601,21261,11051,13295,14856,12143
rpl17,4541,17354,27336,7670,7720,15194,12359
rpl18,15738,25151,33117,16984,20312,24342,21766
rpl18a,5400,12281,12079,8237,7449,8015,6807
rpl19,9431,17366,18335,12354,11752,10745,12301
rpl21,11086,19400,26067,13535,15827,14795,14441
rpl22l1,2565,6249,5711,3799,3941,7268,5985
rpl23,9579,12173,22434,9712,14440,11585,14310
rpl23a,14986,24753,35570,20567,22022,26510,22942
rpl24,9734,19743,26515,13154,16472,14817,14522
rpl26,13294,21386,26050,13610,18783,23196,20979
rpl27,11488,18998,18842,13563,15515,13671,15549
rpl27a,10162,15623,19786,11171,15000,13539,14484
rpl28,8764,17573,16110,10080,12150,12379,13844
rpl29,5536,12151,12952,7171,8906,14163,10482
rpl30,12813,26384,28040,18145,16787,23241,20535
rpl31,15495,30189,42880,16082,24598,26545,26699
rpl3,23719,16410,21880,8000,10356,20783,14188
rpl32,4857,32054,15813,28388,30254,28386,25998
rpl34,7885,16187,53119,10929,12714,14642,13467
rpl35,18548,38240,31291,23459,30535,37882,31778
rpl35a,7922,14638,25048,7875,12625,15332,15916
rpl36,6395,12592,16313,8332,10466,12033,11200
rpl36a,8526,19896,22037,12223,16061,21588,16558
rpl37,11399,17171,23214,14275,15092,20760,19095
rpl37a,15929,29047,25112,14293,21304,23844,22406
rpl38,5484,19909,16869,10234,11773,22814,14652
rpl39,17273,37356,35255,21710,27584,36069,30246
rpl4,18353,35885,36898,23104,25295,26318,26491
rpl5a,1249,2898,3022,1636,1575,2067,1615
rpl6,27159,45280,40570,31824,34654,29161,33638
rpl7,18571,30216,32373,19474,25130,22942,21376
rpl7a,18681,21526,36069,19883,21318,20801,20942
rpl7l1,1408,1110,1522,1341,1408,1816,2275
rpl8,16626,18725,30341,17657,18859,16911,19232
rpl9,17834,30953,29448,20676,25177,21888,25206
rplp0,20294,24911,27808,22455,23389,20238,22226
rplp1,12314,17295,42935,16142,18571,19924,18048
rplp2,14355,41377,22285,18655,21519,23161,22314
rplp2l,5914,8180,11749,6653,8991,5537,6472
rpn1,4261,6292,4487,4847,3806,3146,3617
rpn2,5674,4441,5950,5728,5194,4569,4952
rpp14,454,383,253,424,392,412,438
rpp21,570,412,527,512,575,1017,787
rpp25l,245,315,585,387,250,474,524
rpp30,342,207,971,413,474,584,666
rpp38,190,380,438,319,349,497,484
rpp40,188,175,234,207,199,352,338
rprd1b,942,967,1312,876,963,999,1194
rprd2a,1041,549,1140,1036,828,1121,980
rprma,7,6,40,26,11,16,25
rprml,183,10,114,28,66,2,142
rps10,12388,13587,21417,13411,13406,17253,16724
rps11,14105,26122,26978,18830,22051,26095,24731
rps12,12025,27454,31286,22685,16623,23257,21444
rps13,9266,19318,18956,14663,14686,17896,16469
rps14,15554,26074,30699,17901,17555,17011,19250
rps15,11013,16677,22561,12709,15971,15295,15036
rps15a,5984,11962,16896,7699,9657,14160,10987
rps16,4388,7559,12687,5891,7323,9297,8039
rps18,2492,5099,5657,4071,3354,4615,4023
rps19,12904,17934,23812,15138,16165,14750,15440
rps19bp1,297,961,854,563,439,1338,1073
rps20,18890,34012,34734,32752,25545,41615,37316
rps2,11364,22634,31642,19381,16986,22317,26636
rps23,12335,24150,40946,15791,20670,19782,19815
rps24,14140,28336,31185,18022,18572,27198,23623
rps25,21271,41816,45526,26117,33119,46686,43208
rps27.1,12124,21126,24851,14592,18861,22843,21776
rps27.2,5193,5045,4617,5629,5382,1822,3821
rps27a,17301,42112,37862,24385,25585,29732,30492
rps27l,984,1966,1839,916,1620,1203,1742
rps28,9638,17655,18563,11405,15259,16219,14854
rps29,6198,11840,22732,12343,13997,20370,18069
rps3,9318,12802,20272,12459,11808,10808,12486
rps3a,22139,29504,44103,23984,30870,29616,27301
rps4x,17827,23460,29457,18122,21293,18850,18959
rps5,13996,18504,24077,14265,17708,18494,17898
rps6,12915,23615,32269,17371,19175,26898,19456
rps6ka1,1067,693,2196,662,1247,572,1311
rps6ka3b,956,281,1191,558,665,884,868
rps6ka4,592,415,767,529,515,657,651
rps6ka5,1070,387,1312,701,656,1164,1112
rps6kal,899,413,997,522,1416,849,1451
rps6kb1b,1941,1440,1966,2211,1423,1461,1417
rps6kc1,305,500,1243,689,412,608,797
rps6kl1,6,94,18,26,14,81,41
rps7,21731,41963,34849,27213,32394,37914,33516
rps8a,23745,49388,57551,29991,38065,35357,33571
rps9,15509,17142,35181,15691,23310,18883,16635
rpsa,18796,23333,44434,21388,22454,21929,22003
rptor,1025,195,292,413,524,304,503
rpusd1,187,252,535,269,283,391,401
rpusd2,212,74,276,250,252,312,292
rpusd4,315,349,557,369,405,623,595
rpz4,557,411,625,488,970,375,729
rpz5,1275,3865,2650,2024,2879,1300,2699
rrad,143,122,167,100,84,76,268
rraga,1301,547,1102,1054,1238,904,2005
rragca,1957,2394,1519,1771,1662,1351,1487
rras,2060,1060,1686,1440,600,1314,2577
rras2,554,709,888,577,2838,299,747
rrbp1a,1654,1484,3404,1720,2579,1973,2387
rreb1a,1836,1690,2494,2222,1539,1462,1612
rrh,407,1038,383,638,548,430,397
rrm1,829,803,1468,858,770,929,1189
rrn3,1304,1099,1639,1032,1248,1315,1276
rrp12,1612,1622,3010,1870,1598,1586,2734
rrp15,1362,2741,2094,1541,2221,2172,3145
rrp36,1079,1561,2203,1607,1079,1087,1188
rrp7a,692,1316,1169,797,812,1137,1125
rrp8,534,345,808,508,509,554,800
rrp9,869,766,1377,1014,957,1252,1443
rrs1,1029,1398,2269,1643,1260,1686,1804
rs1a,3,0,0,9,2,0,2
rsad1,746,1457,2402,886,1272,1284,1778
rsad2,3879,6609,10149,7969,10853,5284,12498
rsf1b.1,1822,1317,4550,1831,2146,1983,2307
rskrb,88,48,83,53,42,172,103
rsl1d1,1039,2223,1655,1596,1293,1780,2117
rsl24d1,3272,7881,5005,3681,3805,6816,6051
rsph10b,437,597,100,571,156,318,94
rsph14,105,1484,245,1490,230,258,105
rsph1,616,113,116,444,440,462,225
rsph3,102,133,187,179,60,135,98
rsph4a,797,1411,244,2052,397,604,278
rsph9,524,1110,226,1231,392,401,337
rspo1,645,422,1175,645,567,946,853
rspo2,136,26,18,27,6,38,329
rspo3,358,397,381,290,622,488,1309
rspo4,42,2,48,0,8,4,19
rspry1,803,778,2430,615,1008,1249,1114
rsrc1,1153,2931,1474,1362,880,1683,1323
rsrc2,848,999,2695,1437,1309,1957,1746
rsrp1,3735,3477,12132,5057,5082,7410,7307
rsu1,1934,1737,2159,1812,2241,1507,1873
rtbdn,0,0,0,0,0,2,2
rtca,1097,1604,6516,1776,2000,2032,1899
rtcb,808,1210,1922,1335,691,743,709
rtel1,961,1201,1471,721,852,1216,987
rtf1,2771,1669,4545,2313,2198,3068,2572
rtf2,1164,1422,1102,956,997,721,990
rtkn2,170,138,416,149,163,276,238
rtkna,217,56,413,141,228,221,413
rtn1a,1210,996,589,5661,731,2855,1063
rtn2a,220,128,1036,325,227,448,271
rtn2b,38,87,216,350,58,153,67
rtn3,1307,1660,1686,2350,1817,1007,1012
rtn4a,8118,14927,7931,9339,6615,5195,6196
rtn4ip1,447,678,742,612,565,605,625
rtn4r,195,157,8,65,91,0,80
rtn4rl1b,3,27,14,10,8,22,24
rtn4rl2a,26,6,14,6,22,22,32
rtn4rl2b,80,42,71,102,53,138,239
rtraf,1260,1383,1565,1678,1471,1937,1864
rttn,1780,938,1704,2183,1552,1340,1960
rubcn,1517,2105,1651,1083,1704,1179,2071
rufy1,1398,1333,1909,1646,1326,1318,1364
rufy2,1320,933,1852,1286,1469,2897,1776
rufy3,690,778,1451,737,758,739,1034
rundc1,123,207,206,356,221,200,232
rundc3aa,233,295,704,463,240,472,347
rundc3ab,30,10,55,25,23,36,44
rundc3b,271,106,605,364,234,571,415
runx1,402,167,689,341,178,526,397
runx1t1,214,147,623,216,137,395,332
runx2a,6,6,116,22,18,10,11
runx2b,551,865,644,608,402,805,614
runx3,182,171,360,145,215,114,192
rusc1,483,709,771,308,669,507,842
rusc2,426,471,652,233,310,401,678
rusf1,1406,2036,3320,2090,1660,1767,1437
ruvbl1,2363,1844,1241,3555,1712,1406,1790
ruvbl2,1327,1074,1208,2040,984,1312,1066
rwdd1,1584,1110,2087,2058,2151,2262,2288
rwdd,1378,2694,2117,1446,1262,1614,1559
rwdd2b,152,104,350,117,170,214,262
rx1,56,117,65,149,86,61,103
rx3,46,190,353,53,189,152,253
rxfp1,8,8,4,7,15,16,9
rxfp3,0,0,18,2,0,0,0
rxfp3.2b,2,0,14,0,0,0,0
rxraa,97,108,51,28,158,118,204
rxrba,1999,920,2147,1289,1258,1363,1889
rxrbb,2325,2687,2009,2306,1653,1733,2347
rxrgb,364,171,385,72,279,187,344
rxylt1,560,461,977,682,647,944,755
rybpb,297,291,976,356,304,956,690
ryk,1000,211,2291,898,870,968,1107
ryr1b,289,82,699,223,613,251,539
ryr2a,3293,646,1442,626,444,839,1159
ryr2b,1006,221,1885,671,376,1691,1167
ryr3,3128,1512,1106,2406,1311,811,1489
s100a10a,1046,2310,4519,2383,4493,867,2489
s100a10b,22920,26129,20699,5426,18038,7912,15566
s100a11,0,2,8,5,2,8,4
s100s,218,466,563,246,134,200,830
s100t,45,8,183,29,54,79,45
s100u,5369,6427,8961,1818,9278,1027,4123
s100v2,5249,8740,10786,3972,13714,2979,7545
s100z,18,21,108,18,17,95,71
s1pr1,0,2,0,9,0,8,0
s1pr2,727,163,257,86,923,215,576
s1pr3a,26,16,14,1,5,6,14
s1pr4,33,3,4,0,10,17,33
s1pr5a,219,119,51,89,240,59,142
s1pr5b,194,358,156,357,170,209,260
saal1,741,151,625,663,625,1055,748
sac3d1,108,150,348,229,161,133,233
sacm1la,2145,1816,4536,2630,3416,1788,2382
sacs,745,188,935,403,818,414,946
sae1,1741,1442,1020,1712,1146,1211,1583
safb,4952,2228,7552,4339,4164,4064,4747
saga,285,150,1358,405,205,531,677
sall1a,169,110,270,134,163,320,281
sall2,22,28,94,34,18,68,44
sall3a,30,14,36,25,23,42,56
sall3b,53,48,6,47,12,22,18
sall4,355,88,364,243,205,510,644
samd10a,2,8,38,37,8,35,0
samd10b,53,76,156,35,60,108,108
samd11,134,102,42,18,54,33,62
samd12,37,29,82,139,96,28,72
samd13,651,854,464,813,727,873,742
samd14,62,50,119,77,88,125,80
samd1a,288,369,887,664,386,552,592
samd1b,181,136,99,1196,228,503,165
samd4a,850,654,1494,546,861,876,1043
samd7,2,6,27,4,2,3,20
samhd1,645,398,1287,208,703,914,984
samm50,1193,1878,2890,1360,1791,1119,1712
samsn1b,44,60,39,82,49,58,52
sanbr,408,174,690,781,317,744,844
sap130a,433,696,1240,671,502,1048,635
sap18,1095,938,1258,1104,1259,1507,1653
sap30bp,901,750,1589,968,1081,1549,1913
sapcd1,8,17,67,5,20,13,14
sapcd2,2078,2690,4998,1493,2761,1658,4327
sar1ab,283,313,245,509,317,554,309
sar1b,3218,3031,3416,3930,4037,2188,3173
sardh,546,440,1098,394,642,674,782
sarm1,107,69,151,150,102,181,239
sarnp,3419,2746,9806,4272,4365,5214,4213
sars1,3606,4198,2889,3534,3110,2295,2756
sars2,282,275,618,307,400,473,371
sart1,1853,1155,1924,1648,1813,1363,2060
sart3,3283,2785,2750,2025,2649,1702,2395
sash1a,812,640,870,635,543,446,697
sash1b,430,123,1803,559,358,1390,1116
sash3,591,423,269,485,547,1737,312
sass6,428,771,878,681,355,593,702
satb1a,28,34,144,33,32,69,53
satb2,4,6,12,94,38,12,15
sav1,191,341,937,422,295,848,550
saysd1,1117,1594,260,3207,798,783,397
sb:cb1058,621,10,1039,142,377,49,2
sbds,1484,3358,1630,3222,2310,1404,1641
sbf1,1471,538,1703,952,902,1283,1359
sbf2,1622,1057,1534,1102,1727,937,1379
sbk1,15,8,0,8,2,6,7
sbk3,0,0,0,5,5,20,1
sbno1,1758,1584,1987,1877,1313,1399,1584
scaf1,1314,556,1272,592,815,999,1403
scaf11,731,586,809,785,844,854,875
scaf4a,608,935,1714,812,738,1141,1322
scaf8,725,597,1320,663,709,895,1437
scamp2,1395,980,1258,1148,1567,1384,2081
scamp2l,1293,2025,1304,1915,1677,656,804
scamp3,1019,926,981,836,873,788,925
scamp4,174,34,264,142,250,183,264
scamp5a,271,166,623,240,268,452,478
scap,659,685,1761,1344,722,1454,575
scaper,2709,1487,2133,1667,1784,1851,1667
scara3,164,271,1147,104,619,192,344
scara5,1425,582,1449,128,1197,118,989
scarb1,476,272,1075,548,456,442,1022
scarb2a,5234,3883,3264,3780,3400,2676,3010
scarb2c,966,147,309,180,544,155,406
scarf1,142,113,588,95,225,265,218
scarf2,994,163,998,532,649,356,424
scd,6980,11080,4154,15252,7077,4452,4128
scdb,256,320,74,228,105,95,74
scel,347,24,706,32,319,40,21
scfd1,3379,6197,9368,4220,3717,3863,3198
scfd2,306,306,407,311,291,402,484
scg2a,12,5,8,2,6,2,18
scg2b,36,22,13,164,29,17,24
scg3,41,24,48,19,36,16,34
scgn,87,16,316,52,2381,182,27
schip1,483,970,1133,419,763,379,890
scinla,343,86,411,282,285,430,284
scinlb,6864,4879,5381,4782,8954,2608,5136
scly,563,441,529,318,391,559,591
scml2,1258,1225,1237,969,906,967,1435
scml4,306,489,565,468,271,454,264
scn1ba,4,0,5,0,13,0,8
scn1laa,28,46,8,72,11,24,22
scn1lab,250,87,1642,249,172,582,357
scn2b,64,42,132,83,70,245,141
scn3b,49,20,6,95,37,86,50
scn4aa,202,43,241,91,22,182,98
scn4ab,3272,1752,1500,235,3850,552,3611
scn4ba,205,34,109,73,72,223,179
scn5lab,249,135,804,398,231,556,329
scn8ab,335,210,5605,233,744,439,378
scnm1,236,610,540,499,329,364,371
scoca,3555,2148,4027,2984,3380,2933,3978
scp2a,1830,2611,1841,1545,1969,450,1295
scp2b,506,746,1447,437,637,517,872
scpep1,559,214,319,225,381,215,528
scrib,494,25,199,149,300,270,325
scrn2,377,333,329,239,348,215,405
scrn3,239,360,541,397,333,496,452
scrt2,1,0,0,2,2,0,4
scube2,265,179,363,128,149,113,69
scube3,1414,1019,1771,371,966,380,1237
