Geneid,SSCN43.bam,SSCN44.bam,SSCP22.bam,SSCP26.bam,SSCP28.bam,SSCP29.bam,SSCP30.bam
LOC125979149,0,0,0,0,0,0,0
LOC125979151,4,34,13,3,6,14,8
LOC125979152,10,36,19,5,6,8,8
LOC125979153,19,65,37,23,9,13,41
LOC125979154,0,0,0,0,0,0,0
LOC125979156,0,0,0,0,0,0,0
LOC125979157,20,66,32,17,10,14,16
LOC125979158,18,64,30,15,14,22,14
LOC125979159,28,76,31,20,15,20,46
LOC125979160,0,0,0,0,0,0,0
LOC125979161,17,75,32,30,21,25,24
LOC125979162,0,0,0,0,0,0,0
LOC125979163,6,46,26,10,9,9,11
LOC125979164,10,52,20,8,9,9,11
LOC125979165,21,57,30,32,19,29,32
LOC125979166,0,0,0,0,0,0,0
LOC125979167,33,69,59,39,25,30,38
LOC125979168,0,0,0,0,0,0,0
LOC125979169,20,71,21,12,8,21,17
LOC125979170,20,49,27,12,10,13,21
LOC125979171,27,77,52,25,21,42,42
LOC125979172,0,0,0,0,0,0,0
LOC125979173,19,66,26,18,22,24,25
LOC125979174,0,2,0,0,0,0,0
LOC125979175,11,41,9,8,2,7,16
LOC125979176,4,2,48,15,6,18,18
LOC125979177,13,35,21,6,2,7,8
LOC125979178,29,68,34,20,12,20,21
LOC125979181,3351,2268,3177,3001,3477,1840,2723
LOC125979185,21394,3839,7021,17125,12140,10750,12944
LOC125979186,98,502,77,503,76,187,49
LOC125979191,370,166,235,648,230,486,202
LOC125979193,19,81,24,12,29,18,90
LOC125979196,991,514,1431,319,1075,235,657
LOC125979197,3273,2362,1659,2567,2106,1295,1911
LOC125979200,347,567,827,452,769,474,877
LOC125979201,421,253,122,280,589,87,577
LOC125979203,1467,1624,1562,1314,1455,1484,1749
LOC125979204,730,1017,842,645,755,704,982
LOC125979206,2850,2879,700,3255,1482,1302,764
LOC125979207,164,140,28,220,54,92,59
LOC125979211,372,1,27,276,187,83,152
LOC125979213,73,2,0,11,2,4,4
LOC125979218,2611,5306,2241,3755,2361,2583,2428
LOC125979221,2,0,3,11,0,16,0
LOC125979223,1149,1145,1680,840,1262,1223,1416
LOC125979230,868,1597,1555,1114,797,1589,1721
LOC125979231,62,68,51,68,42,46,83
LOC125979232,2,3,4,4,4,14,4
LOC125979234,1900,4124,402,3106,1291,1427,411
LOC125979235,7,95,910,40,121,341,102
LOC125979236,69,279,357,126,209,194,206
LOC125979237,1,0,0,1,2,0,2
LOC125979238,28,24,85,26,22,126,40
LOC125979239,1,0,2,8,3,9,1
LOC125979240,0,0,0,0,1,0,2
LOC125979241,0,1,0,0,0,0,0
LOC125979242,10,12,16,7,11,14,18
LOC125979243,20,75,2,39,23,42,8
LOC125979244,2,0,0,0,1,0,0
LOC125979245,0,12,25,14,7,19,1
LOC125979246,577,303,1444,652,674,617,1686
LOC125979247,7,3,24,5,6,7,12
LOC125979248,2651,1085,1236,185,947,461,2031
LOC125979251,31,7,7,0,21,9,7
LOC125979253,30,8,18,38,18,19,20
LOC125979255,17,16,19,22,9,13,11
LOC125979257,28,32,187,43,67,80,60
LOC125979258,34,55,40,6,6,16,18
LOC125979262,104,115,292,137,154,168,156
LOC125979264,753,201,2878,682,547,2910,1577
LOC125979266,1424,683,1846,2370,1246,2057,1287
LOC125979268,311,157,1674,170,499,272,381
LOC125979273,581,365,971,595,468,441,736
LOC125979279,4648,5618,8053,6185,5734,4505,7174
LOC125979280,2,49,24,18,2,0,9
LOC125979281,327,313,304,315,247,89,145
LOC125979284,437,209,934,270,287,827,530
LOC125979289,340,677,466,395,436,491,438
LOC125979292,1,7,9,3,2,2,3
LOC125979293,61,66,268,121,111,216,277
LOC125979296,2,0,18,2,2,0,2
LOC125979298,150,116,686,203,232,329,313
LOC125979299,156,283,256,176,200,212,244
LOC125979300,505,297,1271,602,611,569,762
LOC125979301,553,425,839,905,544,461,562
LOC125979302,252,421,252,637,198,356,209
LOC125979304,489,597,637,451,467,600,913
LOC125979306,251,192,316,827,251,272,532
LOC125979308,4,3,6,19,4,10,12
LOC125979310,5232,8206,1048,9142,3236,2121,1321
LOC125979315,108,114,174,15,82,50,122
LOC125979318,945,1207,1624,1018,1328,1647,1990
LOC125979319,27,23,153,58,10,125,71
LOC125979320,100,286,34,139,93,54,56
LOC125979324,8,34,34,28,23,17,14
LOC125979325,2,0,4,4,1,7,32
LOC125979326,22,17,4,31,12,11,24
LOC125979328,239,714,58,377,381,190,64
LOC125979329,2649,7806,426,5468,2028,1471,607
LOC125979330,137,712,68,500,272,129,124
LOC125979331,26,309,35,83,33,100,22
LOC125979332,335,534,28,742,180,183,83
LOC125979333,0,2,4,9,2,2,2
LOC125979334,366,161,521,468,206,356,539
LOC125979335,8145,8713,7579,13344,17666,3607,3228
LOC125979336,144,161,236,109,310,142,1009
LOC125979337,13,23,101,52,7,50,90
LOC125979338,83,7,12,83,87,55,112
LOC125979339,0,0,1,2,0,0,1
LOC125979340,58,7,0,64,18,18,87
LOC125979341,24,101,2,108,23,56,12
LOC125979342,2,2,0,0,5,0,0
LOC125979343,2,6,0,1,2,0,0
LOC125979344,0,0,0,0,0,0,0
LOC125979345,814,609,1840,773,889,963,1218
LOC125979351,537,381,128,2085,561,558,125
LOC125979352,15,472,28,7,2844,18,14
LOC125979353,0,8,0,0,12,0,0
LOC125979354,366,475,619,431,436,828,627
LOC125979356,90,1086,72,519,56,171,64
LOC125979360,0,5,2,2,6,8,11
LOC125979364,214,72,833,284,123,540,567
LOC125979367,5,6,1573,10,313,49,8
LOC125979368,24,22,69,35,30,78,71
LOC125979372,69,14,345,30,75,125,88
LOC125979374,68,33,223,254,78,121,187
LOC125979377,865,994,3615,1145,1560,1848,1825
LOC125979385,48,24,181,253,46,451,32
LOC125979390,325,357,757,590,400,493,636
LOC125979392,255,266,1366,601,350,422,533
LOC125979393,186,106,411,643,201,483,466
LOC125979396,0,8,4,7,0,22,0
LOC125979399,646,1535,34,295,107,590,222
LOC125979403,63,34,11,185,16,47,22
LOC125979405,164,252,555,181,230,279,315
LOC125979407,455,921,932,735,697,420,672
LOC125979410,4,0,0,2,0,0,5
LOC125979411,3,2,37,6,0,6,41
LOC125979415,144,163,195,99,132,179,277
LOC125979424,1799,4678,4677,3473,1647,2014,2574
LOC125979425,1610,3831,1995,2502,2013,2831,2774
LOC125979427,2,14,11,1,8,18,7
LOC125979428,7,10,13,29,6,20,15
LOC125979429,0,0,1,2,0,0,0
LOC125979433,92,13,65,45,39,53,75
LOC125979436,77,110,526,42,158,84,487
LOC125979440,1,13,20,0,6,0,1
LOC125979443,346,250,487,267,400,837,463
LOC125979445,1357,1249,981,1140,1033,1764,1673
LOC125979446,432,368,426,88,248,124,303
LOC125979447,366,294,81,473,194,196,185
LOC125979449,5,4,8,11,0,27,14
LOC125979451,3,4,0,2,5,251,1
LOC125979452,10,11,18,9,9,16,8
LOC125979455,827,1092,1511,840,955,1055,1187
LOC125979461,188,90,203,305,231,324,293
LOC125979462,10,60,102,39,24,60,24
LOC125979463,95,137,453,82,231,32,423
LOC125979466,3179,1313,1114,2833,1699,2354,1478
LOC125979468,4,6,20,4,1,9,10
LOC125979469,223,244,1726,461,389,772,499
LOC125979471,126,115,388,303,91,322,1709
LOC125979472,86,301,858,236,287,477,337
LOC125979473,10,2,8,6,3,17,10
LOC125979475,207,151,77,214,91,96,19
LOC125979479,233,110,147,306,19,124,749
LOC125979480,13,166,10,67,46,6,17
LOC125979484,0,0,0,0,0,0,0
LOC125979485,104,73,445,129,102,172,252
LOC125979487,10,7,80,5,34,18,1
LOC125979488,521,541,36,2876,208,371,103
LOC125979490,58,141,448,122,122,331,308
LOC125979491,1284,1986,6535,1992,2218,1985,2158
LOC125979494,531,288,389,1218,224,698,269
LOC125979500,620,638,1482,965,592,1149,831
LOC125979506,342,452,1607,444,476,704,795
LOC125979510,32,8,32,19,14,39,28
LOC125979511,2293,2270,593,1501,1153,614,530
LOC125979513,0,0,0,0,0,2,0
LOC125979515,337,127,513,166,495,358,486
LOC125979519,49,21,47,21,98,43,49
LOC125979522,152,410,72,1800,197,564,91
LOC125979539,0,2,14,1,0,7,23
LOC125979544,2,18,14,6,20,14,32
LOC125979549,4,0,0,0,0,0,0
LOC125979552,4,6,0,5,8,0,2
LOC125979557,5810,7810,3981,6039,4644,3294,3817
LOC125979559,450,148,657,230,324,637,795
LOC125979562,1393,622,543,823,946,602,1277
LOC125979564,33,2,75,26,3,37,19
LOC125979572,12,0,0,0,2,4,0
LOC125979574,847,39,125,330,523,217,611
LOC125979575,67,37,24,711,108,326,48
LOC125979576,69,31,125,69,91,107,61
LOC125979580,3272,4717,5819,4533,4514,2829,4422
LOC125979584,1867,1401,695,193,2004,378,1350
LOC125979585,359,561,522,530,446,455,550
LOC125979594,587,1908,795,905,630,551,804
LOC125979595,152,22,72,293,143,217,203
LOC125979596,106,58,138,84,98,197,144
LOC125979597,395,1,106,11,96,45,253
LOC125979598,89,8,18,92,113,77,210
LOC125979599,0,6,0,5,0,4,11
LOC125979600,0,4,0,0,0,2,0
LOC125979602,0,0,0,0,0,0,0
LOC125979604,158,37,87,15,70,81,33
LOC125979610,1862,1379,721,1479,1000,930,970
LOC125979613,231,565,645,263,542,209,776
LOC125979616,301,349,450,444,283,416,458
LOC125979617,57,32,75,48,129,63,49
LOC125979618,79,23,92,63,55,94,73
LOC125979619,87,88,146,46,163,72,221
LOC125979620,146,17,0,0,0,8,0
LOC125979622,141,200,1134,417,502,94,238
LOC125979626,694,686,1004,746,630,789,791
LOC125979629,0,0,0,0,0,0,0
LOC125979631,3725,1452,5823,2142,2461,3112,2990
LOC125979639,0,0,10,18,14,4,16
LOC125979643,0,2,0,0,0,0,0
LOC125979645,62,8,0,32,38,41,8
LOC125979646,0,0,0,0,0,0,0
LOC125979647,0,0,0,2,2,3,2
LOC125979648,2,2,33,4,8,10,11
LOC125979655,4,18,61,16,12,23,31
LOC125979656,1,3,0,13,0,16,116
LOC125979657,22,25,15,4,23,6,13
LOC125979659,39,53,10,72,11,99,19
LOC125979660,3,0,6,7,2,10,10
LOC125979663,496,366,873,531,476,734,801
LOC125979666,3265,6247,1150,4615,2701,2576,1475
LOC125979667,0,0,0,13,2,18,240
LOC125979668,49,30,72,21,30,49,27
LOC125979669,28707,15363,47557,21715,31345,18976,25700
LOC125979670,19,0,12,111,4,17,56
LOC125979673,0,0,0,3,0,0,0
LOC125979676,8,0,8,3,3,7,3
LOC125979678,0,0,0,0,0,0,2
LOC125979679,16,9,18,20,11,20,19
LOC125979680,34,2,12,19,2,71,6
LOC125979681,115,63,8,53,24,16,13
LOC125979682,0,0,7,0,1,1,1
LOC125979683,5,1,12,3,5,3,5
LOC125979684,242,169,1320,890,899,708,481
LOC125979685,7,8,0,2,4,0,0
LOC125979687,0,1,4,0,1,0,0
LOC125979688,1640,591,747,800,1281,1102,801
LOC125979690,148,78,77,916,171,145,172
LOC125979697,89,236,46,45,236,49,66
LOC125979703,98,56,103,276,190,127,135
LOC125979712,97,57,72,45,82,87,95
LOC125979714,29,27,200,60,34,69,142
LOC125979717,217,24,109,60,55,95,71
LOC125979721,2230,3350,1961,1305,1955,1391,2276
LOC125979723,3,29,50,29,18,24,23
LOC125979724,0,0,18,4,8,5,0
LOC125979725,4,0,9,0,2,0,4
LOC125979726,28,72,7,13,64,20,19
LOC125979731,2,0,2,0,6,0,2
LOC125979738,4,15,2,8,11,23,45
LOC125979743,0,2,0,0,2,0,11
LOC125979747,267,254,1454,338,410,602,473
LOC125979754,242,482,677,1402,147,217,289
LOC125979755,2700,1402,1431,2075,2629,1852,2537
LOC125979757,145,141,60,24,350,53,52
LOC125979758,48,43,384,86,84,117,120
LOC125979768,82,57,14,2,54,40,68
LOC125979773,288,214,617,334,351,362,582
LOC125979783,0,0,0,2,0,0,4
LOC125979784,0,0,0,0,0,0,0
LOC125979786,6852,10957,44716,18888,13893,16410,12743
LOC125979789,4557,633,122,71,319,142,1644
LOC125979791,144,315,385,87,113,108,146
LOC125979792,52,10,71,38,214,68,28
LOC125979793,1438,667,2438,1091,1347,1704,1634
LOC125979794,5952,3060,381,27855,1868,4985,921
LOC125979795,3,19,1,66,38,24,37
LOC125979797,365,232,565,294,337,871,785
LOC125979799,7,7,8,45,2,45,23
LOC125979802,3492,1415,3549,2370,1984,3734,3256
LOC125979811,68,8,47,1,20,35,29
LOC125979816,2,2,0,5,6,14,0
LOC125979818,3,0,2,0,0,0,0
LOC125979820,31,16,276,42,47,113,38
LOC125979821,6,0,6,4,9,21,12
LOC125979825,209,258,92,189,191,119,108
LOC125979826,10,3,2,7,1,4,14
LOC125979828,193,135,1825,555,981,374,408
LOC125979830,14,34,44,31,17,30,18
LOC125979831,560,621,1113,257,558,509,610
LOC125979838,103,102,281,281,107,290,258
LOC125979839,16,24,51,32,26,18,159
LOC125979840,0,0,3,0,0,2,0
LOC125979841,10,4,38,16,10,43,46
LOC125979843,0,0,0,0,0,2,0
LOC125979844,793,1443,904,1327,759,1431,1438
LOC125979845,269,176,51,181,145,137,223
LOC125979850,0,0,0,2,2,0,2
LOC125979855,10,14,217,75,20,59,70
LOC125979856,621,1854,519,261,335,215,691
LOC125979857,8,3,21,2,4,11,35
LOC125979859,2,2,8,1,2,11,6
LOC125979860,9,2,20,17,27,41,86
LOC125979861,67,12,38,43,73,59,64
LOC125979862,39,567,126,119,138,161,75
LOC125979863,49,7,8,10,2,3,114
LOC125979864,0,0,5,1,2,0,2
LOC125979865,0,0,0,0,0,0,0
LOC125979867,0,0,13,8,1,2,1
LOC125979868,13,8,22,8,4,49,39
LOC125979869,0,0,0,1,0,0,4
LOC125979870,4,12,53,16,10,57,8
LOC125979872,91,4,60,22,5,199,12
LOC125979876,4,1,10,9,5,10,9
LOC125979878,4015,2266,1617,591,1993,874,1724
LOC125979881,657,649,2186,531,895,500,777
LOC125979884,16,32,38,13,18,36,18
LOC125979887,0,0,0,0,0,4,0
LOC125979888,1024,1225,1760,743,1209,1172,1389
LOC125979889,117,54,20,50,8,28,20
LOC125979890,0,2,2,1,0,6,0
LOC125979894,25,2,3,4,4,0,2
LOC125979895,0,0,0,0,0,0,0
LOC125979896,0,0,2,5,4,2,22
LOC125979897,29,21,29,10,6,7,15
LOC125979898,4,14,2,3,34,13,24
LOC125979899,0,0,0,6,0,3,1
LOC125979900,0,0,0,0,0,0,0
LOC125979901,113,42,2,129,48,80,103
LOC125979902,2,0,0,0,1,0,0
LOC125979904,33,19,48,34,47,53,128
LOC125979907,18,4,0,2,4,10,10
LOC125979912,22,10,48,26,13,23,53
LOC125979915,4,1,0,2,0,2,0
LOC125979916,17,10,21,31,11,24,15
LOC125979917,144,70,24,438,82,196,44
LOC125979919,851,1216,594,1203,618,919,445
LOC125979920,14,5,105,14,25,1,9
LOC125979921,188,95,386,110,207,221,311
LOC125979924,5587,1389,1938,793,2826,731,2108
LOC125979928,463,342,1535,628,622,1724,752
LOC125979937,105,0,66,81,66,108,126
LOC125979938,0,0,0,0,1,0,0
LOC125979939,2708,1482,2776,2073,1788,2389,1774
LOC125979945,50,8,148,34,26,149,133
LOC125979946,15,22,98,72,14,31,20
LOC125979950,149,55,75,68,180,176,101
LOC125979951,3,27,14,19,14,12,3
LOC125979952,4,0,6,0,0,0,2
LOC125979953,7,0,2,14,3,4,2
LOC125979954,785,124,817,434,470,599,747
LOC125979956,107,59,253,102,55,187,134
LOC125979965,381,1485,1181,985,788,1607,520
LOC125979967,73,120,262,127,102,309,230
LOC125979968,0,0,0,0,0,4,0
LOC125979969,18,7,14,20,21,18,40
LOC125979971,14,0,14,9,10,18,3
LOC125979973,1989,2036,1224,3626,1536,2619,1048
LOC125979974,437,237,578,291,346,252,129
LOC125979977,28,31,2,8,2,30,13
LOC125979978,2,0,0,0,6,6,0
LOC125979979,161,166,280,130,158,117,300
LOC125979980,0,0,0,1,1,0,0
LOC125979981,0,0,0,0,0,0,0
LOC125979982,0,0,0,0,0,0,1
LOC125979983,1,0,0,2,0,0,11
LOC125979985,129,55,3,97,5,13,23
LOC125979986,1346,201,2129,234,975,403,240
LOC125979988,0,0,0,0,0,0,0
LOC125979990,34,18,12,41,43,36,73
LOC125979991,253,37,283,576,145,170,395
LOC125979993,10,5,30,8,32,12,4
LOC125979994,20,54,65,19,37,77,34
LOC125979995,322,508,899,346,454,586,630
LOC125979996,6,4,1,3,10,29,7
LOC125979999,0,2,1,0,6,4,2
LOC125980004,1285,1725,2042,1611,1524,2121,1794
LOC125980005,3,7,17,89,14,5,20
LOC125980008,628,1381,3503,1418,1389,1281,1824
LOC125980010,938,529,1993,682,638,1852,901
LOC125980013,976,315,1224,698,709,1358,1222
LOC125980014,3585,6622,2594,5700,3425,3063,2330
LOC125980018,847,1061,1195,918,911,1248,1384
LOC125980020,138,86,67,44,28,38,188
LOC125980024,374,245,420,536,607,357,434
LOC125980026,568,65,272,412,353,491,491
LOC125980028,70,148,31,62,52,49,78
LOC125980031,3793,3635,1618,2908,2253,1232,1685
LOC125980033,28,11,37,40,19,63,41
LOC125980034,110,42,64,24,68,50,69
LOC125980035,211,599,386,380,262,420,780
LOC125980036,628,177,224,226,357,277,344
LOC125980038,774,738,1442,445,666,857,934
LOC125980039,706,233,4043,708,1497,359,164
LOC125980047,1858,1790,6508,2384,2181,3458,2978
LOC125980051,272,158,586,301,277,548,596
LOC125980052,84,38,204,55,47,83,87
LOC125980054,207,151,509,176,193,566,443
LOC125980062,1238,678,2211,765,1168,872,1445
LOC125980065,311,312,944,637,491,714,651
LOC125980066,16,103,10,10,25,8,14
LOC125980068,79,5,111,48,85,63,70
LOC125980069,158,33,197,31,131,51,602
LOC125980071,515,855,536,522,532,406,663
LOC125980077,300,501,519,354,322,505,432
LOC125980081,2,2,4,0,3,0,0
LOC125980082,246,167,522,211,259,456,291
LOC125980083,2,3,16,9,17,10,2
LOC125980087,162,258,391,196,324,353,179
LOC125980092,41,26,37,78,41,64,45
LOC125980093,99,37,78,64,249,47,80
LOC125980095,14,5,14,17,18,36,20
LOC125980096,30,30,24,38,25,76,37
LOC125980097,39,33,5,10,110,39,12
LOC125980098,208,224,453,256,161,313,288
LOC125980102,24,7,9,0,12,20,15
LOC125980103,7,0,0,0,1,0,0
LOC125980107,6,8,0,0,31,40,12
LOC125980109,27,51,151,32,62,106,86
LOC125980110,16,17,3,4,2,2,7
LOC125980112,242,15,6,9,8,24,2
LOC125980114,268,348,378,320,268,599,369
LOC125980115,2,0,6,4,28,5,60
LOC125980116,19,13,48,28,8,10,15
LOC125980118,77,97,81,56,54,33,56
LOC125980119,216,161,108,123,104,106,152
LOC125980120,1608,2011,1264,1559,987,1133,1111
LOC125980126,26,65,106,21,46,44,59
LOC125980130,0,1,0,0,0,2,1
LOC125980133,2,2,12,4,0,20,10
LOC125980141,16,8,110,30,26,35,196
LOC125980142,10,1,0,8,2,0,24
LOC125980144,3,4,18,9,0,0,3
LOC125980145,0,0,0,0,0,0,4
LOC125980146,5,4,0,0,2,1,0
LOC125980147,3,0,10,6,0,14,8
LOC125980148,74,66,132,43,83,65,49
LOC125980149,2,4,4,14,2,4,4
LOC125980151,38,48,5,24,35,19,10
LOC125980152,4,2,0,11,9,19,15
LOC125980154,27,8,45,8,8,26,22
LOC125980155,1032,3948,2285,2347,2075,2680,1779
LOC125980156,2,2,24,12,53,22,16
LOC125980157,1209,779,839,1042,896,619,902
LOC125980158,0,0,4,0,0,6,0
LOC125980161,448,1277,75,429,155,144,69
LOC125980162,12,11,23,17,29,26,11
LOC125980163,31,9,14,0,16,19,32
LOC125980164,16,21,298,10,48,48,75
LOC125980165,12,8,22,15,11,37,21
LOC125980166,121,20,19,54,18,51,32
LOC125980167,0,5,20,2,6,1,0
LOC125980168,0,0,0,0,0,0,0
LOC125980169,0,2,6,2,1,0,4
LOC125980170,51,60,86,119,43,287,168
LOC125980171,1,4,18,7,8,13,9
LOC125980172,302,150,843,307,263,548,534
LOC125980176,30,23,0,21,7,14,4
LOC125980179,542,242,431,379,423,498,711
LOC125980180,247,130,10,38,49,33,114
LOC125980185,33,38,155,128,23,233,97
LOC125980186,0,0,0,0,0,0,0
LOC125980189,112,47,1,19,9,14,21
LOC125980192,54,68,98,134,46,87,280
LOC125980193,1093,1439,343,1589,481,658,232
LOC125980196,664,260,651,264,358,473,738
LOC125980197,938,964,2201,1067,1097,1598,1410
LOC125980200,2822,3398,3012,3439,4183,1324,2671
LOC125980201,16,0,6,14,4,2,5
LOC125980205,119,14,162,59,52,110,58
LOC125980208,476,325,92,1114,259,88,43
LOC125980209,941,2080,204,2824,975,397,275
LOC125980210,258,119,95,285,153,388,153
LOC125980216,52,320,0,71,68,57,17
LOC125980217,0,0,0,0,0,0,0
LOC125980222,34,84,6,95,22,14,20
LOC125980224,0,0,0,0,0,0,0
LOC125980236,0,0,0,0,0,0,0
LOC125980239,0,0,0,0,0,0,0
LOC125980240,5,25,16,2,1,7,6
LOC125980242,0,0,0,0,0,0,0
LOC125980243,0,0,0,0,0,0,0
LOC125980244,0,0,0,0,0,0,0
LOC125980245,0,0,0,0,0,0,0
LOC125980246,0,2,6,6,0,0,0
LOC125980247,2,3,9,10,2,11,3
LOC125980248,0,0,1,0,0,0,0
LOC125980250,3,2,47,9,0,16,5
LOC125980251,0,3,9,1,2,2,9
LOC125980252,34,47,132,56,62,127,87
LOC125980253,5,4,54,9,8,8,17
LOC125980254,0,0,0,0,0,0,0
LOC125980255,0,0,0,0,0,0,0
LOC125980256,0,0,0,0,0,0,0
LOC125980257,0,0,0,0,0,0,0
LOC125980258,0,0,0,0,0,0,0
LOC125980259,0,0,0,0,0,0,0
LOC125980260,0,0,0,0,0,0,0
LOC125980261,0,0,0,0,0,0,0
LOC125980262,0,0,0,0,0,0,0
LOC125980263,0,0,0,0,0,0,0
LOC125980264,0,0,0,0,0,0,0
LOC125980265,0,0,0,0,0,0,0
LOC125980266,0,0,0,0,0,0,0
LOC125980267,0,0,0,0,0,0,0
LOC125980268,0,0,0,0,0,0,0
LOC125980269,0,0,0,0,0,0,0
LOC125980270,0,0,0,0,0,0,0
LOC125980271,0,0,0,0,0,0,0
LOC125980272,0,0,0,0,0,0,0
LOC125980273,0,0,0,0,0,0,1
LOC125980274,0,0,0,0,0,0,0
LOC125980276,0,0,0,0,0,0,0
LOC125980277,0,0,0,0,0,0,0
LOC125980278,0,0,0,0,0,0,0
LOC125980279,0,0,1,0,0,0,0
LOC125980280,0,0,0,0,0,0,0
LOC125980284,0,0,0,0,0,0,0
LOC125980296,0,0,0,0,0,0,0
LOC125980320,0,0,0,0,0,0,0
LOC125980321,26,58,32,14,21,27,25
LOC125980322,0,0,0,0,0,0,0
LOC125980323,14,40,16,10,9,16,17
LOC125980324,18,42,18,14,9,18,17
LOC125980325,24,54,24,24,13,29,33
LOC125980326,0,0,0,0,0,0,0
LOC125980327,0,0,0,0,0,0,0
LOC125980328,8,34,8,2,2,16,14
LOC125980329,24,47,29,23,20,24,25
LOC125980330,16,54,25,13,12,12,13
LOC125980331,0,0,0,0,0,0,0
LOC125980333,0,0,0,0,0,0,0
LOC125980334,16,50,21,9,1,17,15
LOC125980335,14,32,15,7,7,15,9
LOC125980336,13,51,32,7,8,17,25
LOC125980337,0,0,0,0,0,0,0
LOC125980339,0,0,0,0,0,0,0
LOC125980340,18,57,35,23,8,9,18
LOC125980341,20,56,23,18,10,15,30
LOC125980342,38,72,44,34,21,28,50
LOC125980343,0,0,0,0,0,0,0
LOC125980344,0,0,0,0,0,0,0
LOC125980345,9,37,20,16,7,3,7
LOC125980346,19,57,14,8,3,5,3
LOC125980347,8,48,20,20,14,8,22
LOC125980348,0,0,0,0,0,0,0
LOC125980349,14,47,19,14,3,9,6
LOC125980350,16,50,32,10,12,4,20
LOC125980351,0,0,0,0,0,0,0
LOC125980352,31,67,41,27,17,47,49
LOC125980353,0,0,0,0,0,0,0
LOC125980354,18,59,22,21,10,21,18
LOC125980355,32,51,34,13,4,17,12
LOC125980356,21,77,49,21,43,43,45
LOC125980357,0,0,0,0,0,0,0
LOC125980358,11,51,31,23,8,14,24
LOC125980359,0,0,0,0,0,0,0
LOC125980360,12,39,9,8,4,9,11
LOC125980361,6,61,11,10,2,15,13
LOC125980362,13,49,31,17,16,18,24
LOC125980363,0,0,0,0,0,0,0
LOC125980364,16,67,18,22,22,23,31
LOC125980365,0,0,0,0,0,0,0
LOC125980366,24,55,31,12,5,4,14
LOC125980367,20,46,15,10,21,16,18
LOC125980368,18,43,44,26,26,19,35
LOC125980369,0,0,0,0,0,0,0
LOC125980370,0,0,0,0,0,0,2
LOC125980371,15,61,25,18,4,5,17
LOC125980373,18,65,16,23,17,27,42
LOC125980379,121,66,26,6,62,30,52
LOC125980380,0,0,0,2,4,1,8
LOC125980381,103860,38005,20962,3912,14218,3264,12459
LOC125980382,1972,1635,1662,2532,1939,2381,2370
LOC125980406,227,56,565,122,483,893,724
LOC125980408,10,2,97,11,10,69,35
LOC125980410,119,198,171,114,296,106,277
LOC125980412,168,47,256,32,114,104,56
LOC125980413,763,594,1342,777,507,1177,837
LOC125980416,81,171,2,152,31,31,36
LOC125980417,1502,3149,2369,1264,4753,1469,3696
LOC125980419,1127,1208,447,463,507,706,757
LOC125980420,589,630,648,456,463,661,911
LOC125980421,22,16,81,6,4,6,48
LOC125980422,396,410,735,315,359,402,600
LOC125980423,50,40,9,69,56,77,40
LOC125980424,87,43,128,84,59,281,266
LOC125980425,1731,2977,2159,2122,1534,2079,1586
LOC125980427,5223,1410,709,521,4186,373,1453
LOC125980428,61,20,57,133,45,127,43
LOC125980430,34,6,18,2,4,0,8
LOC125980431,2,0,6,0,0,2,3
LOC125980432,0,2,0,0,2,4,2
LOC125980434,405,1090,12,518,172,203,122
LOC125980436,3,4,4,14,6,40,60
LOC125980450,986,1136,1491,1096,1017,892,1019
LOC125980452,0,4,31,0,2,0,4
LOC125980456,235,188,53,458,65,202,57
LOC125980457,1422,3003,1266,3557,2328,1328,1670
LOC125980460,498,567,3447,774,611,1209,900
LOC125980462,643,1018,1816,556,821,696,1495
LOC125980466,74,105,228,194,50,217,155
LOC125980470,6,6,91,7,19,26,36
LOC125980475,0,7,100,10,4,6,26
LOC125980477,2108,1428,651,2685,1232,1056,947
LOC125980481,10,0,16,8,5,0,10
LOC125980491,28,0,105,6,6,2,2
LOC125980493,10,6,0,16,5,7,0
LOC125980495,259,6,1805,250,602,28,28
LOC125980502,788,1042,1028,750,1176,658,765
LOC125980503,35343,22731,25391,8068,35061,15984,36652
LOC125980512,841,389,399,590,537,280,720
LOC125980513,1,5,6,0,0,6,6
LOC125980515,94,73,11,35,103,20,12
LOC125980519,303,280,463,317,265,388,588
LOC125980524,1178,451,1327,926,1184,1183,2255
LOC125980525,92,19,111,46,111,194,86
LOC125980531,753,945,809,662,853,520,809
LOC125980533,2737,1834,4319,3114,3008,3169,3242
LOC125980542,544,422,1159,679,705,1698,1166
LOC125980543,559,291,449,395,484,577,783
LOC125980552,504,348,583,408,482,553,581
LOC125980553,333,357,175,37,57,102,134
LOC125980555,4,8,1,3,0,8,7
LOC125980558,7,34,32,32,14,17,12
LOC125980562,115,36,102,33,151,73,202
LOC125980568,6,12,0,6,11,10,30
LOC125980577,2535,2660,2430,1311,1562,1570,1875
LOC125980578,904,281,8130,624,1905,368,85
LOC125980579,348,183,2744,153,262,631,110
LOC125980580,107,231,390,152,167,210,245
LOC125980581,2,0,1,0,0,0,0
LOC125980582,41,51,91,42,47,110,39
LOC125980583,15,31,11,34,5,49,9
LOC125980584,0,40,70,112,82,76,42
LOC125980585,0,0,5,0,0,0,0
LOC125980586,7,8,98,144,10,43,14
LOC125980591,319,593,1137,194,949,278,789
LOC125980593,3,0,1,2,0,0,0
